frame,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.271000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
1,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.271000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
2,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.271000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
3,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.271000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
4,0.500000,0.380000,0.000000,17.049999,6.711000,0.000000,0.271000,0.000003,0.008402,0.000003,0.999965,0.000000,-0.001010,0.000000
5,0.500000,0.490000,0.000000,17.049999,13.401000,0.000000,0.271000,0.000003,0.008397,0.000003,0.999965,0.000000,-0.001310,0.000000
6,0.500000,0.660000,0.000000,17.049999,20.060999,0.000000,0.271000,0.000003,0.008392,0.000003,0.999965,0.000000,-0.001410,0.000000
7,0.500000,0.880000,0.000000,17.049999,26.690998,0.000000,0.271000,0.000003,0.008386,0.000003,0.999965,0.000000,-0.001410,0.000000
8,0.500000,1.160000,0.000000,17.049999,33.291000,0.000000,0.271000,0.000003,0.008381,0.000003,0.999965,0.000000,-0.001410,0.000000
9,0.500000,1.490000,0.000000,17.049999,39.861000,0.000000,0.271000,0.000003,0.008375,0.000003,0.999965,0.000000,-0.001310,0.000000
10,0.500000,1.880000,0.000000,17.049999,46.400997,0.000000,0.271000,0.000003,0.008370,0.000003,0.999965,0.000000,-0.001210,0.000000
11,0.500000,2.320000,0.000000,17.049999,52.910999,0.000000,0.271000,0.000003,0.008365,0.000003,0.999965,0.000000,-0.001110,0.000000
12,0.500000,2.820000,0.000000,17.049999,59.400997,0.000000,0.271000,0.000003,0.008359,0.000003,0.999965,0.000000,-0.001010,0.000000
13,0.500000,3.370000,0.000000,17.049999,65.861000,0.000000,0.271000,0.000003,0.008354,0.000003,0.999965,0.000000,-0.000810,0.000000
14,0.500000,3.970000,0.000000,17.049999,72.291000,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000710,0.000000
15,0.500000,4.630000,0.000000,17.049999,78.690994,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000610,0.000000
16,0.500000,5.340000,0.000000,17.049999,85.070999,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000510,0.000000
17,0.500000,6.100000,0.000000,17.049999,91.420998,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000410,0.000000
18,0.500000,6.910000,0.000000,17.049999,97.740997,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000410,0.000000
19,0.500000,7.780000,0.000000,17.049999,104.030998,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000410,0.000000
20,0.500000,8.700000,0.000000,17.049999,110.300995,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000410,0.000000
21,0.500000,9.670000,0.000000,17.049999,116.541000,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000410,0.000000
22,0.500000,10.690000,0.000000,17.049999,122.750999,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000410,0.000000
23,0.500000,11.759999,0.000000,17.049999,128.941010,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000310,0.000000
24,0.500000,12.889999,0.000000,17.049999,135.100998,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000310,0.000000
25,0.500000,14.070000,0.000000,17.049999,141.231003,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000310,0.000000
26,0.500000,15.299999,0.000000,17.049999,147.341003,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000310,0.000000
27,0.500000,16.580000,0.000000,17.049999,153.421005,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000310,0.000000
28,0.500000,17.910000,0.000000,17.049999,159.471008,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000310,0.000000
29,0.500000,19.289999,0.000000,17.049999,165.501007,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000310,0.000000
30,0.500000,20.719999,0.000000,17.049999,171.501007,0.000000,0.271000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.000310,0.000000
