ID,8006
Name,Mako
car.Location.X,0.340000
car.Location.Y,0.000000
car.Location.Z,18.340000
car.LinearVelocity.X,0.000000
car.LinearVelocity.Y,0.000000
car.LinearVelocity.Z,0.241000
car.Quaternion.X,0.000003
car.Quaternion.Y,0.008548
car.Quaternion.Z,0.000003
car.Quaternion.W,0.999963
car.AngularVelocity.X,0.000000
car.AngularVelocity.Y,-0.000410
car.AngularVelocity.Z,0.000000
car.Wheel0.LocalRestPosition.X,51.500000
car.Wheel0.LocalRestPosition.Y,-26.670000
car.Wheel0.LocalRestPosition.Z,-5.950000
car.Wheel0.PresetRestPosition.X,51.500000
car.Wheel0.PresetRestPosition.Y,-26.670000
car.Wheel0.PresetRestPosition.Z,-5.950000
car.Wheel0.WheelRadius,13.500000
car.Wheel0.GetSuspensionDistance,-1.988010
car.Wheel1.LocalRestPosition.X,51.500000
car.Wheel1.LocalRestPosition.Y,26.670000
car.Wheel1.LocalRestPosition.Z,-5.950000
car.Wheel1.PresetRestPosition.X,51.500000
car.Wheel1.PresetRestPosition.Y,26.670000
car.Wheel1.PresetRestPosition.Z,-5.950000
car.Wheel1.WheelRadius,13.500000
car.Wheel1.GetSuspensionDistance,-1.987718
car.Wheel2.LocalRestPosition.X,-35.750000
car.Wheel2.LocalRestPosition.Y,-35.000000
car.Wheel2.LocalRestPosition.Z,-5.910000
car.Wheel2.PresetRestPosition.X,-35.750000
car.Wheel2.PresetRestPosition.Y,-35.000000
car.Wheel2.PresetRestPosition.Z,-5.910000
car.Wheel2.WheelRadius,15.000000
car.Wheel2.GetSuspensionDistance,-1.956257
car.Wheel3.LocalRestPosition.X,-35.750000
car.Wheel3.LocalRestPosition.Y,35.000000
car.Wheel3.LocalRestPosition.Z,-5.910000
car.Wheel3.PresetRestPosition.X,-35.750000
car.Wheel3.PresetRestPosition.Y,35.000000
car.Wheel3.PresetRestPosition.Z,-5.910000
car.Wheel3.WheelRadius,15.000000
car.Wheel3.GetSuspensionDistance,-1.955882
car.LocalCollisionExtent.X,65.746178
car.LocalCollisionExtent.Y,40.260502
car.LocalCollisionExtent.Z,15.150000
car.LocalCollisionOffset.X,12.500000
car.LocalCollisionOffset.Y,0.000000
car.LocalCollisionOffset.Z,11.750000
car.CarMesh.Translation.X,0.000000
car.CarMesh.Translation.Y,0.000000
car.CarMesh.Translation.Z,0.928160
car.CarMesh.GetPosition.X,0.356017
car.CarMesh.GetPosition.Y,0.000000
car.CarMesh.GetPosition.Z,19.268023
