frame,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.321000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
1,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.321000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
2,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.321000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
3,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.321000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
4,1.000000,0.430000,0.000000,17.049999,13.331000,0.000000,0.321000,0.000003,0.008402,0.000003,0.999965,0.000000,-0.001510,0.000000
5,1.000000,0.650000,0.000000,17.049999,26.550999,0.000000,0.321000,0.000003,0.008392,0.000003,0.999965,0.000000,-0.002110,0.000000
6,1.000000,0.980000,0.000000,17.049999,39.650997,0.000000,0.321000,0.000003,0.008381,0.000003,0.999965,0.000000,-0.002410,0.000000
7,1.000000,1.420000,0.000000,17.049999,52.640999,0.000000,0.321000,0.000003,0.008370,0.000003,0.999965,0.000000,-0.002510,0.000000
8,1.000000,1.970000,0.000000,17.049999,65.520996,0.000000,0.321000,0.000003,0.008359,0.000003,0.999965,0.000000,-0.002410,0.000000
9,1.000000,2.620000,0.000000,17.049999,78.291000,0.000000,0.321000,0.000003,0.008348,0.000003,0.999965,0.000000,-0.002210,0.000000
10,1.000000,3.380000,0.000000,17.049999,90.950996,0.000000,0.321000,0.000003,0.008338,0.000003,0.999965,0.000000,-0.002010,0.000000
11,1.000000,4.240000,0.000000,17.049999,103.500999,0.000000,0.321000,0.000003,0.008332,0.000003,0.999965,0.000000,-0.001810,0.000000
12,1.000000,5.210000,0.000000,17.049999,115.940994,0.000000,0.321000,0.000003,0.008327,0.000003,0.999965,0.000000,-0.001610,0.000000
13,1.000000,6.280000,0.000000,17.049999,128.281006,0.000000,0.321000,0.000003,0.008321,0.000003,0.999965,0.000000,-0.001410,0.000000
14,1.000000,7.450000,0.000000,17.049999,140.511002,0.000000,0.321000,0.000003,0.008316,0.000003,0.999965,0.000000,-0.001210,0.000000
15,1.000000,8.720000,0.000000,17.049999,152.641006,0.000000,0.321000,0.000003,0.008311,0.000003,0.999965,0.000000,-0.001010,0.000000
