frame,input.Throttle,input.bHoldingBoost,input.bActivateBoost,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,0.000000,False,False,-2000.000000,-4499.879883,18.650000,0.000000,-0.011000,0.281000,-0.002128,0.002134,0.707101,0.707106,0.000610,0.000000,0.000000
1,0.000000,False,False,-2000.000000,-4499.879883,18.650000,0.000000,-0.011000,0.281000,-0.002128,0.002134,0.707101,0.707106,0.000610,0.000000,0.000000
2,0.000000,False,False,-2000.000000,-4499.879883,18.650000,0.000000,-0.011000,0.281000,-0.002128,0.002134,0.707101,0.707106,0.000610,0.000000,0.000000
3,0.000000,False,False,-2000.000000,-4499.879883,18.650000,0.000000,-0.011000,0.281000,-0.002128,0.002134,0.707101,0.707106,0.000610,0.000000,0.000000
4,1.000000,True,True,-2000.000000,-4499.699707,18.650000,0.000000,21.580999,0.231000,-0.002123,0.002128,0.707101,0.707106,0.000910,0.000000,0.000000
5,1.000000,True,True,-2000.000000,-4499.339844,18.650000,0.000000,42.990997,0.191000,-0.002117,0.002123,0.707101,0.707106,0.001010,0.000000,0.000000
6,1.000000,True,True,-2000.000000,-4498.799805,18.650000,0.000000,64.210999,0.171000,-0.002112,0.002117,0.707101,0.707106,0.001010,0.000000,0.000000
7,1.000000,True,True,-2000.000000,-4498.089844,18.650000,0.000000,85.250999,0.151000,-0.002107,0.002112,0.707101,0.707106,0.000910,0.000000,0.000000
8,1.000000,True,True,-2000.000000,-4497.209961,18.650000,0.000000,106.111000,0.141000,-0.002107,0.002112,0.707101,0.707106,0.000810,0.000000,0.000000
9,1.000000,True,True,-2000.000000,-4496.149902,18.650000,0.000000,126.791000,0.131000,-0.002107,0.002112,0.707101,0.707106,0.000710,0.000000,0.000000
