frame,input.bActivateBoost,input.bHoldingBoost,input.Throttle,input.Steer,input.bHandbrake,input.Yaw,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,False,0.000000,3500.119873,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
1,False,False,0.000000,0.000000,False,0.000000,3500.119873,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
2,False,False,0.000000,0.000000,False,0.000000,3500.119873,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
3,False,False,0.000000,0.000000,False,0.000000,3500.119873,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
4,True,True,1.000000,0.000000,False,0.000000,3500.189941,0.000000,18.629999,21.521000,0.000000,8.391000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000710,0.000000
5,True,True,1.000000,0.000000,False,0.000000,3500.439941,0.000000,18.629999,42.861000,0.000000,8.371000,0.000003,0.003196,0.000003,0.999995,0.000000,-0.000910,0.000000
6,True,True,1.000000,0.000000,False,0.000000,3500.869873,0.000000,18.629999,64.011002,0.000000,8.351000,0.000003,0.003191,0.000003,0.999995,0.000000,-0.001010,0.000000
7,True,True,1.000000,0.000000,False,0.000000,3501.469971,0.000000,18.629999,84.980995,0.000000,8.341001,0.000003,0.003186,0.000003,0.999995,0.000000,-0.001010,0.000000
8,True,True,1.000000,0.000000,False,0.000000,3502.250000,0.000000,18.629999,105.770996,0.000000,8.341001,0.000003,0.003180,0.000003,0.999995,0.000000,-0.000910,0.000000
9,True,True,1.000000,0.000000,False,0.000000,3503.199951,0.000000,18.629999,126.390999,0.000000,8.341001,0.000003,0.003175,0.000003,0.999995,0.000000,-0.000810,0.000000
10,True,True,1.000000,0.000000,False,0.000000,3504.319824,0.000000,18.629999,146.831009,0.000000,8.341001,0.000003,0.003169,0.000003,0.999995,0.000000,-0.000710,0.000000
11,True,True,1.000000,0.000000,False,0.000000,3505.609863,0.000000,18.629999,167.091003,0.000000,8.341001,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000610,0.000000
12,True,True,1.000000,0.000000,False,0.000000,3507.069824,0.000000,18.629999,187.181000,0.000000,8.341001,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000510,0.000000
13,True,True,1.000000,0.000000,False,0.000000,3508.699951,0.000000,18.629999,207.100998,0.000000,8.341001,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000410,0.000000
14,True,True,1.000000,0.000000,False,0.000000,3510.489990,0.000000,18.629999,226.850998,0.000000,8.341001,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000310,0.000000
15,True,True,1.000000,0.000000,False,0.000000,3512.449951,0.000000,18.629999,246.431000,0.000000,8.341001,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000310,0.000000
