frame,input.bJump,input.bJumped,input.Pitch,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.340000,0.000000,18.330000,0.000000,0.000000,8.401000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000310,0.000000
1,False,False,0.000000,0.340000,0.000000,18.330000,0.000000,0.000000,8.401000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000310,0.000000
2,False,False,0.000000,0.340000,0.000000,18.330000,0.000000,0.000000,8.401000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000310,0.000000
3,False,False,0.000000,0.340000,0.000000,18.330000,0.000000,0.000000,8.401000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000310,0.000000
4,True,True,0.000000,0.380000,0.000000,20.859999,-1.371000,0.000000,304.050995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000210,0.000000
5,False,False,0.000000,0.370000,0.000000,23.430000,0.311000,0.000000,308.071014,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
6,False,False,0.000000,0.370000,0.000000,26.029999,-0.131000,0.000000,312.091003,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
7,False,False,0.000000,0.370000,0.000000,28.559999,0.031000,0.000000,303.960999,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
8,False,False,0.000000,0.370000,0.000000,31.029999,0.000000,0.000000,295.830994,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
9,False,False,0.000000,0.370000,0.000000,33.430000,0.000000,0.000000,287.700989,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
10,False,False,0.000000,0.370000,0.000000,35.779999,0.000000,0.000000,282.281006,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
11,False,False,0.000000,0.370000,0.000000,38.090000,0.000000,0.000000,276.860992,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
12,False,False,0.000000,0.370000,0.000000,40.349998,0.000000,0.000000,271.441010,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
13,False,False,0.000000,0.370000,0.000000,42.570000,0.000000,0.000000,266.020996,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
14,False,False,0.000000,0.370000,0.000000,44.739998,0.000000,0.000000,260.601013,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
15,False,False,0.000000,0.370000,0.000000,46.869999,0.000000,0.000000,255.181000,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
16,False,False,0.000000,0.370000,0.000000,48.950001,0.000000,0.000000,249.761002,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
17,False,False,0.000000,0.370000,0.000000,50.989998,0.000000,0.000000,244.341003,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
18,False,False,0.000000,0.370000,0.000000,52.980000,0.000000,0.000000,238.921005,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
19,False,False,0.000000,0.370000,0.000000,54.930000,0.000000,0.000000,233.501007,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
20,False,False,0.000000,0.370000,0.000000,56.829998,0.000000,0.000000,228.081009,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
21,False,False,0.000000,0.370000,0.000000,58.689999,0.000000,0.000000,222.660995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
22,False,False,0.000000,0.370000,0.000000,60.500000,0.000000,0.000000,217.240997,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
