frame,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
0,0.000000,0.000000,93.150002,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
1,-41.660000,0.000000,99.949997,-4998.730957,0.000000,-5.411000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
2,-83.309998,0.000000,99.860001,-4997.460938,0.000000,-10.821000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
3,-124.939995,0.000000,99.720001,-4996.190918,0.000000,-16.230999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
4,-166.559998,0.000000,99.540001,-4994.920898,0.000000,-21.640999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
5,-208.169998,0.000000,99.309998,-4993.650879,0.000000,-27.050999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
6,-249.769989,0.000000,99.040001,-4992.380859,0.000000,-32.460999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
7,-291.359985,0.000000,98.720001,-4991.110840,0.000000,-37.861000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
8,-332.940002,0.000000,98.360001,-4989.840820,0.000000,-43.260998,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
9,-374.509979,0.000000,97.949997,-4988.570801,0.000000,-48.660999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
10,-416.069977,0.000000,97.500000,-4987.300781,0.000000,-54.060997,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
11,-457.619995,0.000000,97.000000,-4986.030762,0.000000,-59.460999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
12,-499.160004,0.000000,96.459999,-4984.760742,0.000000,-64.861000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
