ID,27
car.Location.X,-0.100000
car.Location.Y,0.000000
car.Location.Z,18.779999
car.LinearVelocity.X,0.000000
car.LinearVelocity.Y,0.000000
car.LinearVelocity.Z,0.351000
car.Quaternion.X,0.000003
car.Quaternion.Y,-0.002420
car.Quaternion.Z,0.000003
car.Quaternion.W,0.999997
car.AngularVelocity.X,0.000000
car.AngularVelocity.Y,0.000410
car.AngularVelocity.Z,0.000000
car.Wheel0.LocalRestPosition.X,51.250000
car.Wheel0.LocalRestPosition.Y,-25.900000
car.Wheel0.LocalRestPosition.Z,-6.000000
car.Wheel0.PresetRestPosition.X,51.250000
car.Wheel0.PresetRestPosition.Y,-25.900000
car.Wheel0.PresetRestPosition.Z,-6.000000
car.Wheel0.WheelRadius,15.000000
car.Wheel0.GetSuspensionDistance,-1.971912
car.Wheel1.LocalRestPosition.X,51.250000
car.Wheel1.LocalRestPosition.Y,25.900000
car.Wheel1.LocalRestPosition.Z,-6.000000
car.Wheel1.PresetRestPosition.X,51.250000
car.Wheel1.PresetRestPosition.Y,25.900000
car.Wheel1.PresetRestPosition.Z,-6.000000
car.Wheel1.WheelRadius,15.000000
car.Wheel1.GetSuspensionDistance,-1.971632
car.Wheel2.LocalRestPosition.X,-33.750000
car.Wheel2.LocalRestPosition.Y,-29.500000
car.Wheel2.LocalRestPosition.Z,-5.600000
car.Wheel2.PresetRestPosition.X,-33.750000
car.Wheel2.PresetRestPosition.Y,-29.500000
car.Wheel2.PresetRestPosition.Z,-5.600000
car.Wheel2.WheelRadius,15.000000
car.Wheel2.GetSuspensionDistance,-1.983258
car.Wheel3.LocalRestPosition.X,-33.750000
car.Wheel3.LocalRestPosition.Y,29.500000
car.Wheel3.LocalRestPosition.Z,-5.600000
car.Wheel3.PresetRestPosition.X,-33.750000
car.Wheel3.PresetRestPosition.Y,29.500000
car.Wheel3.PresetRestPosition.Z,-5.600000
car.Wheel3.WheelRadius,15.000000
car.Wheel3.GetSuspensionDistance,-1.982942
car.LocalCollisionExtent.X,60.360115
car.LocalCollisionExtent.Y,38.355156
car.LocalCollisionExtent.Z,20.829536
car.LocalCollisionOffset.X,11.375660
car.LocalCollisionOffset.Y,0.000000
car.LocalCollisionOffset.Z,21.504988
car.CarMesh.Translation.X,0.000000
car.CarMesh.Translation.Y,0.000000
car.CarMesh.Translation.Z,-0.945381
car.CarMesh.GetPosition.X,-0.095649
car.CarMesh.GetPosition.Y,0.000000
car.CarMesh.GetPosition.Z,17.834627
