frame,input.bJump,input.bJumped,input.Pitch,input.DodgeForward,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,8.361000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
1,False,False,0.000000,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,8.361000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
2,False,False,0.000000,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,8.361000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
3,False,False,0.000000,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,8.361000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
4,True,True,0.000000,0.000000,0.360000,0.000000,19.580000,-1.351000,0.000000,304.010986,0.000003,0.008408,0.000003,0.999965,0.000000,0.000110,0.000000
5,False,False,0.000000,0.000000,0.350000,0.000000,22.150000,0.301000,0.000000,308.031006,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
6,False,False,0.000000,0.000000,0.350000,0.000000,24.750000,-0.131000,0.000000,312.050995,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
7,False,False,0.000000,0.000000,0.350000,0.000000,27.279999,0.031000,0.000000,303.920990,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
8,False,False,0.000000,0.000000,0.350000,0.000000,29.740000,0.000000,0.000000,295.791016,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
9,False,False,0.000000,0.000000,0.350000,0.000000,32.139999,0.000000,0.000000,287.661011,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
10,False,False,0.000000,0.000000,0.350000,0.000000,34.489998,0.000000,0.000000,282.240997,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
11,False,False,0.000000,0.000000,0.350000,0.000000,36.799999,0.000000,0.000000,276.821014,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
