frame,input.bJump,input.bJumped,input.Pitch,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
0,False,False,0.000000,0.000000,-200.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
1,True,True,-1.000000,0.000000,-195.830002,1000.000000,0.000000,500.000000,0.000000,-0.005495,0.005500,0.707086,0.707085,-1.866600,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
2,True,True,-1.000000,0.000000,-191.659988,1000.000000,0.000000,500.000000,0.000000,-0.016360,0.016365,0.706917,0.706918,-3.688500,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
3,True,True,-1.000000,0.000000,-187.489990,1000.000000,0.000000,500.000000,0.000000,-0.032458,0.032463,0.706362,0.706360,-5.466700,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
4,True,True,-1.000000,0.000000,-183.319992,1000.000000,0.000000,500.000000,0.000000,-0.053638,0.053643,0.705071,0.705067,-5.499900,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
5,True,True,-1.000000,0.000000,-179.149994,1000.000000,0.000000,500.000000,0.000000,-0.074867,0.074872,0.703133,0.703131,-5.499900,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
6,True,True,-1.000000,0.000000,-174.979996,1000.000000,0.000000,500.000000,0.000000,-0.096025,0.096030,0.700560,0.700552,-5.499900,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
7,True,True,-1.000000,0.000000,-170.809998,1000.000000,0.000000,500.000000,0.000000,-0.117097,0.117103,0.697350,0.697337,-5.499900,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
8,True,True,-1.000000,0.000000,-167.599991,1000.209961,0.000000,414.160004,21.240000,-0.131841,0.131847,0.694714,0.694699,-5.134500,0.000000,-0.000100,0.000000,5.710000,998.739990,0.000000,836.059998,-76.970001,0.006352,0.000003,0.000003,0.999980,1.523700,0.000000,0.000000
9,True,True,-1.000000,0.000000,-164.199997,1000.389954,0.000000,414.160004,21.240000,-0.151673,0.151678,0.690654,0.690642,-5.499900,0.000000,0.000000,0.000000,12.960000,998.070007,0.000000,835.839966,-76.949997,0.012702,0.000003,0.000003,0.999919,1.523700,0.000000,0.000000
10,True,True,-1.000000,0.000000,-160.750000,1000.570007,0.000000,414.160004,21.240000,-0.172421,0.172426,0.685771,0.685754,-5.499900,0.000000,0.000000,0.000000,19.920000,997.429993,0.000000,835.619995,-76.930000,0.019052,0.000003,0.000003,0.999818,1.523700,0.000000,0.000000
11,True,True,-1.000000,0.000000,-157.300003,1000.750000,0.000000,414.160004,21.240000,-0.193013,0.193018,0.680261,0.680246,-5.499900,0.000000,0.000000,0.000000,26.879999,996.789978,0.000000,835.399963,-76.909996,0.025401,0.000003,0.000003,0.999677,1.523700,0.000000,0.000000
12,True,True,-1.000000,0.000000,-153.849991,1000.929993,0.000000,414.160004,21.240000,-0.213427,0.213432,0.674137,0.674117,-5.499900,0.000000,0.000000,0.000000,33.840000,996.149963,0.000000,835.179993,-76.889999,0.031746,0.000003,0.000003,0.999496,1.523700,0.000000,0.000000
13,True,True,-1.000000,0.000000,-150.399994,1001.109985,0.000000,414.160004,21.240000,-0.233647,0.233652,0.667398,0.667379,-5.499900,0.000000,0.000000,0.000000,40.799999,995.509949,0.000000,834.959961,-76.869995,0.038090,0.000003,0.000003,0.999274,1.523700,0.000000,0.000000
14,True,True,-1.000000,0.000000,-146.949997,1001.289978,0.000000,414.160004,21.240000,-0.253656,0.253662,0.660055,0.660032,-5.499900,0.000000,0.000000,0.000000,47.759998,994.869995,0.000000,834.739990,-76.849998,0.044434,0.000003,0.000003,0.999012,1.523700,0.000000,0.000000
15,True,True,-1.000000,0.000000,-143.500000,1001.469971,0.000000,414.160004,21.240000,-0.273434,0.273439,0.652112,0.652085,-5.500000,0.000000,0.000000,0.000000,54.709999,994.229980,0.000000,834.519958,-76.830002,0.050779,0.000003,0.000003,0.998710,1.523700,0.000000,0.000000
16,True,True,-1.000000,0.000000,-140.050003,1001.649963,0.000000,414.160004,21.240000,-0.292963,0.292968,0.643578,0.643545,-5.499900,0.000000,0.000000,0.000000,61.660000,993.589966,0.000000,834.299988,-76.809998,0.057118,0.000003,0.000003,0.998367,1.523700,0.000000,0.000000
17,True,True,-1.000000,0.000000,-136.599991,1001.829956,0.000000,414.160004,21.240000,-0.312228,0.312233,0.634454,0.634422,-5.499900,0.000000,0.000000,0.000000,68.610001,992.949951,0.000000,834.079956,-76.790001,0.063457,0.000003,0.000003,0.997985,1.523700,0.000000,0.000000
18,True,True,-1.000000,0.000000,-133.149994,1002.009949,0.000000,414.160004,21.240000,-0.331207,0.331212,0.624758,0.624722,-5.499900,0.000000,0.000000,0.000000,75.559998,992.309998,0.000000,833.859985,-76.769997,0.069790,0.000003,0.000003,0.997562,1.523700,0.000000,0.000000
19,True,True,-1.000000,0.000000,-129.699997,1002.130005,0.000000,414.160004,13.799999,-0.349884,0.349894,0.614491,0.614456,-5.499900,0.000000,0.000000,0.000000,82.509995,991.669983,0.000000,833.639954,-76.750000,0.076124,0.000003,0.000003,0.997098,1.523700,0.000000,0.000000
20,True,True,-1.000000,0.000000,-126.250000,1002.199951,0.000000,414.160004,8.970000,-0.368242,0.368258,0.603669,0.603629,-5.500000,0.000000,0.000000,0.000000,89.459999,991.029968,0.000000,833.419983,-76.729996,0.082452,0.000003,0.000003,0.996595,1.523700,0.000000,0.000000
21,True,True,-1.000000,0.000000,-122.799995,1002.250000,0.000000,414.160004,5.830000,-0.386266,0.386288,0.592294,0.592256,-5.499900,0.000000,0.000000,0.000000,96.400002,990.389954,0.000000,833.199951,-76.709999,0.088780,0.000003,0.000003,0.996051,1.523700,0.000000,0.000000
22,True,True,-1.000000,0.000000,-119.349998,1002.279968,0.000000,414.160004,3.780000,-0.403940,0.403967,0.580382,0.580345,-5.499900,0.000000,0.000000,0.000000,103.339996,989.750000,0.000000,832.979980,-76.689995,0.095103,0.000003,0.000003,0.995467,1.523700,0.000000,0.000000
23,True,True,-1.000000,0.000000,-115.899994,1002.299988,0.000000,414.160004,2.450000,-0.421246,0.421273,0.567948,0.567904,-5.500000,0.000000,0.000000,0.000000,110.279999,989.109985,0.000000,832.760010,-76.669998,0.101420,0.000003,0.000003,0.994844,1.523700,0.000000,0.000000
24,True,True,-1.000000,0.000000,-112.449997,1002.309998,0.000000,414.160004,1.590000,-0.438170,0.438202,0.554991,0.554951,-5.499900,0.000000,0.000100,0.000000,117.219994,988.469971,0.000000,832.539978,-76.650002,0.107732,0.000003,0.000003,0.994180,1.523700,0.000000,0.000000
25,True,True,-1.000000,0.000000,-109.000000,1002.320007,0.000000,414.160004,1.030000,-0.454699,0.454732,0.541530,0.541491,-5.499900,0.000000,0.000100,0.000000,124.159996,987.829956,0.000000,832.320007,-76.629997,0.114044,0.000003,0.000003,0.993476,1.523700,0.000000,0.000000
26,True,True,-1.000000,0.000000,-105.549995,1002.329956,0.000000,414.160004,0.660000,-0.470814,0.470846,0.527579,0.527540,-5.499900,0.000000,0.000100,0.000000,131.089996,987.190002,0.000000,832.099976,-76.610001,0.120350,0.000003,0.000003,0.992731,1.523700,0.000000,0.000000
27,True,True,-1.000000,0.000000,-102.099998,1002.339966,0.000000,414.160004,0.660000,-0.486502,0.486534,0.513146,0.513109,-5.499900,0.000000,0.000100,0.000000,138.020004,986.549988,0.000000,831.880005,-76.589996,0.126651,0.000003,0.000003,0.991947,1.523700,0.000000,0.000000
28,True,True,-1.000000,0.000000,-98.650002,1002.349976,0.000000,414.160004,0.660000,-0.501748,0.501774,0.498252,0.498214,-5.499900,0.000000,0.000100,0.000000,144.949997,985.909973,0.000000,831.659973,-76.570000,0.132947,0.000003,0.000003,0.991123,1.523700,0.000000,0.000000
29,True,True,-1.000000,0.000000,-95.199997,1002.359985,0.000000,414.160004,0.660000,-0.516535,0.516562,0.482904,0.482866,-5.499900,0.000000,0.000100,0.000000,151.879990,985.269958,0.000000,831.440002,-76.549995,0.139238,0.000003,0.000003,0.990259,1.523700,0.000000,0.000000
30,True,True,-1.000000,0.000000,-91.750000,1002.369995,0.000000,414.160004,0.660000,-0.530853,0.530888,0.467113,0.467075,-5.500000,0.000000,0.000100,0.000000,158.809998,984.630005,0.000000,831.219971,-76.529999,0.145522,0.000003,0.000003,0.989355,1.523700,0.000000,0.000000
