frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,False,False,0.000000,0.000000,0.180000,0.000000,17.010000,0.000000,0.000000,8.321000,0.000003,0.004815,0.000003,0.999988,0.000000,-0.000310,0.000000
1,True,True,False,False,0.000000,1.000000,0.200000,0.000000,19.539999,-0.771000,0.000000,304.001007,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
2,True,True,False,False,0.000000,1.000000,0.190000,0.000000,22.109999,0.171000,0.000000,308.020996,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
3,True,True,False,False,0.000000,1.000000,0.190000,0.000000,24.709999,-0.071000,0.000000,312.040985,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
4,True,True,False,False,0.000000,1.000000,0.190000,0.000000,27.340000,-0.011000,0.000000,316.061005,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
5,True,True,False,False,0.000000,1.000000,0.190000,0.000000,30.010000,-0.021000,0.000000,320.080994,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
6,True,True,False,False,0.000000,1.000000,0.190000,0.000000,32.709999,0.091000,0.000000,324.101013,0.000003,0.004815,0.000003,0.999988,0.000000,0.000000,0.000000
7,True,True,False,False,0.000000,1.000000,0.190000,0.000000,35.469997,0.201000,0.000000,330.830994,-0.001330,0.004815,0.000008,0.999987,-0.319510,0.000000,0.003010
8,True,True,False,False,0.000000,1.000000,0.190000,0.000000,38.279999,0.311000,0.031000,337.561005,-0.003941,0.004815,0.000019,0.999981,-0.626310,0.000000,0.005910
9,True,True,False,False,0.000000,1.000000,0.190000,0.000000,41.149998,0.421000,0.121000,344.290985,-0.007777,0.004815,0.000035,0.999958,-0.920810,0.000000,0.008710
10,True,True,False,False,0.000000,1.000000,0.190000,0.000000,44.079998,0.531000,0.311000,351.020996,-0.012794,0.004815,0.000057,0.999907,-1.203510,0.000000,0.011410
11,True,True,False,False,0.000000,1.000000,0.200000,0.010000,47.059998,0.641000,0.621000,357.751007,-0.018939,0.004815,0.000084,0.999809,-1.474910,0.000000,0.014010
12,True,True,False,False,0.000000,1.000000,0.210000,0.020000,50.099998,0.751000,1.081000,364.471008,-0.026168,0.004815,0.000116,0.999646,-1.735510,0.000000,0.016510
13,True,True,False,False,0.000000,1.000000,0.220000,0.030000,53.189999,0.861000,1.711000,371.181000,-0.034438,0.004815,0.000154,0.999395,-1.985710,0.000000,0.018910
14,True,True,False,False,0.000000,1.000000,0.230000,0.050000,56.340000,0.971000,2.541000,377.881012,-0.043706,0.004815,0.000197,0.999033,-2.225910,0.000000,0.021210
15,True,True,False,False,0.000000,1.000000,0.240000,0.080000,59.539997,1.081000,3.601000,384.570984,-0.053929,0.004815,0.000245,0.998533,-2.456510,0.000000,0.023410
16,True,True,False,False,0.000000,1.000000,0.250000,0.120000,62.799999,1.191000,4.901000,391.230988,-0.065070,0.004809,0.000299,0.997869,-2.677910,0.000000,0.025510
17,True,True,False,False,0.000000,1.000000,0.260000,0.170000,66.119995,1.301000,6.471000,397.860992,-0.077084,0.004804,0.000359,0.997013,-2.890410,0.000000,0.027510
18,True,True,False,False,0.000000,1.000000,0.270000,0.240000,69.489998,1.411000,8.331000,404.450989,-0.089934,0.004799,0.000418,0.995936,-3.094510,0.000000,0.029410
19,True,True,False,False,0.000000,1.000000,0.280000,0.330000,72.909996,1.521000,10.501000,410.980988,-0.103583,0.004793,0.000483,0.994609,-3.290410,0.000000,0.031310
20,True,True,False,False,0.000000,1.000000,0.290000,0.440000,76.389999,1.631000,13.001000,417.450989,-0.117987,0.004788,0.000553,0.993003,-3.478510,0.000000,0.033110
21,False,False,False,False,0.000000,1.000000,0.300000,0.550000,79.820000,1.631000,13.001000,412.031006,-0.133114,0.004777,0.000623,0.991089,-3.659110,0.000000,0.034810
22,False,False,False,False,0.000000,1.000000,0.310000,0.660000,83.209999,1.631000,13.001000,406.610992,-0.148921,0.004766,0.000699,0.988837,-3.832510,0.000000,0.036410
23,False,False,False,False,0.000000,1.000000,0.320000,0.770000,86.549995,1.631000,13.001000,401.191010,-0.165375,0.004756,0.000774,0.986219,-3.998910,0.000000,0.038010
24,False,False,False,False,0.000000,1.000000,0.330000,0.880000,89.849998,1.631000,13.001000,395.770996,-0.182439,0.004739,0.000855,0.983205,-4.158710,0.000000,0.039510
25,False,False,False,False,0.000000,1.000000,0.340000,0.990000,93.099998,1.631000,13.001000,390.351013,-0.200075,0.004723,0.000936,0.979769,-4.312110,0.000000,0.040910
26,False,False,False,False,0.000000,1.000000,0.350000,1.100000,96.309998,1.631000,13.001000,384.931000,-0.218245,0.004707,0.001022,0.975882,-4.459410,0.000000,0.042310
27,False,False,False,False,0.000000,1.000000,0.360000,1.210000,99.470001,1.631000,13.001000,379.510986,-0.236911,0.004685,0.001109,0.971519,-4.600810,0.000000,0.043610
28,False,False,False,False,0.000000,1.000000,0.370000,1.320000,102.589996,1.631000,13.001000,374.091003,-0.256035,0.004664,0.001200,0.966655,-4.736510,0.000000,0.044910
29,False,False,False,False,0.000000,1.000000,0.380000,1.430000,105.659996,1.631000,13.001000,368.670990,-0.275586,0.004637,0.001292,0.961264,-4.866810,0.000000,0.046110
30,False,False,False,False,0.000000,1.000000,0.390000,1.540000,108.689995,1.631000,13.001000,363.251007,-0.295520,0.004610,0.001384,0.955324,-4.991910,0.000000,0.047310
31,False,False,False,False,0.000000,1.000000,0.400000,1.650000,111.669998,1.631000,13.001000,357.830994,-0.315799,0.004577,0.001481,0.948814,-5.112010,0.000000,0.048410
32,False,False,False,False,0.000000,1.000000,0.410000,1.760000,114.610001,1.631000,13.001000,352.411011,-0.336391,0.004545,0.001578,0.941710,-5.227310,0.000000,0.049510
33,False,False,False,False,0.000000,1.000000,0.420000,1.870000,117.500000,1.631000,13.001000,346.990997,-0.357253,0.004507,0.001675,0.933995,-5.338010,0.000000,0.050510
34,False,False,False,False,0.000000,1.000000,0.430000,1.980000,120.349998,1.631000,13.001000,341.571014,-0.378347,0.004470,0.001772,0.925651,-5.444310,0.000000,0.051510
35,False,False,False,False,0.000000,1.000000,0.440000,2.090000,123.149994,1.631000,13.001000,336.151001,-0.399635,0.004426,0.001869,0.916662,-5.499710,0.000000,0.052010
36,False,False,False,False,0.000000,1.000000,0.450000,2.200000,125.909996,1.631000,13.001000,330.730988,-0.420912,0.004383,0.001966,0.907089,-5.499710,0.000000,0.052010
37,False,False,False,False,0.000000,1.000000,0.460000,2.310000,128.619995,1.631000,13.001000,325.311005,-0.441962,0.004335,0.002064,0.897021,-5.499710,0.000000,0.052010
38,False,False,False,False,0.000000,1.000000,0.470000,2.420000,131.289993,1.631000,13.001000,319.890991,-0.462770,0.004286,0.002161,0.886465,-5.499710,0.000000,0.052010
