frame,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,0.000000,0.180000,0.000000,17.010000,0.000000,0.000000,8.321000,0.000003,0.004815,0.000003,0.999988,0.000000,-0.000310,0.000000
1,0.000000,0.180000,0.000000,17.010000,0.000000,0.000000,8.321000,0.000003,0.004815,0.000003,0.999988,0.000000,-0.000310,0.000000
2,0.000000,0.180000,0.000000,17.010000,0.000000,0.000000,8.321000,0.000003,0.004815,0.000003,0.999988,0.000000,-0.000310,0.000000
3,0.000000,0.180000,0.000000,17.010000,0.000000,0.000000,8.321000,0.000003,0.004815,0.000003,0.999988,0.000000,-0.000310,0.000000
4,0.500000,0.180000,0.000000,17.010000,6.711000,0.000000,8.321000,0.000003,0.004815,0.000003,0.999988,0.000000,-0.000710,0.000000
5,0.500000,0.240000,0.000000,17.010000,13.401000,0.000000,8.321000,0.000003,0.004809,0.000003,0.999988,0.000000,-0.000910,0.000000
6,0.500000,0.350000,0.000000,17.010000,20.060999,0.000000,8.321000,0.000003,0.004804,0.000003,0.999988,0.000000,-0.001010,0.000000
7,0.500000,0.520000,0.000000,17.010000,26.690998,0.000000,8.321000,0.000003,0.004799,0.000003,0.999988,0.000000,-0.001010,0.000000
8,0.500000,0.740000,0.000000,17.010000,33.291000,0.000000,8.321000,0.000003,0.004793,0.000003,0.999988,0.000000,-0.000910,0.000000
9,0.500000,1.020000,0.000000,17.010000,39.861000,0.000000,8.321000,0.000003,0.004788,0.000003,0.999988,0.000000,-0.000810,0.000000
10,0.500000,1.350000,0.000000,17.010000,46.400997,0.000000,8.321000,0.000003,0.004782,0.000003,0.999988,0.000000,-0.000710,0.000000
11,0.500000,1.740000,0.000000,17.010000,52.910999,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000610,0.000000
12,0.500000,2.180000,0.000000,17.010000,59.400997,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000510,0.000000
13,0.500000,2.680000,0.000000,17.010000,65.861000,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000410,0.000000
14,0.500000,3.230000,0.000000,17.010000,72.291000,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
15,0.500000,3.830000,0.000000,17.010000,78.690994,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
16,0.500000,4.490000,0.000000,17.010000,85.070999,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
17,0.500000,5.200000,0.000000,17.010000,91.420998,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
18,0.500000,5.960000,0.000000,17.010000,97.740997,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
19,0.500000,6.770000,0.000000,17.010000,104.030998,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
20,0.500000,7.640000,0.000000,17.010000,110.300995,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
21,0.500000,8.559999,0.000000,17.010000,116.541000,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
22,0.500000,9.530000,0.000000,17.010000,122.750999,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
23,0.500000,10.550000,0.000000,17.010000,128.931000,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
24,0.500000,11.620000,0.000000,17.010000,135.091003,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
25,0.500000,12.750000,0.000000,17.010000,141.221008,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
26,0.500000,13.929999,0.000000,17.010000,147.331009,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
27,0.500000,15.160000,0.000000,17.010000,153.411011,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
28,0.500000,16.440001,0.000000,17.010000,159.460999,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
29,0.500000,17.770000,0.000000,17.010000,165.490997,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
30,0.500000,19.150000,0.000000,17.010000,171.490997,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
31,0.500000,20.580000,0.000000,17.010000,177.460999,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
32,0.500000,22.059999,0.000000,17.010000,183.410995,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
33,0.500000,23.590000,0.000000,17.010000,189.331009,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
34,0.500000,25.170000,0.000000,17.010000,195.231003,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
35,0.500000,26.799999,0.000000,17.010000,201.100998,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
36,0.500000,28.480000,0.000000,17.010000,206.951004,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
37,0.500000,30.199999,0.000000,17.010000,212.770996,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
38,0.500000,31.969999,0.000000,17.010000,218.570999,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
39,0.500000,33.790001,0.000000,17.010000,224.341003,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
40,0.500000,35.660000,0.000000,17.010000,230.091003,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
41,0.500000,37.579998,0.000000,17.010000,235.811005,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
42,0.500000,39.549999,0.000000,17.010000,241.511002,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000310,0.000000
43,0.500000,41.559998,0.000000,17.010000,247.181000,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
44,0.500000,43.619999,0.000000,17.010000,252.831009,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
45,0.500000,45.730000,0.000000,17.010000,258.450989,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
46,0.500000,47.879997,0.000000,17.010000,264.050995,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
47,0.500000,50.079998,0.000000,17.010000,269.621002,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
48,0.500000,52.329998,0.000000,17.010000,275.170990,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
49,0.500000,54.619999,0.000000,17.010000,280.700989,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
50,0.500000,56.959999,0.000000,17.010000,286.200989,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
51,0.500000,59.349998,0.000000,17.010000,291.681000,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
52,0.500000,61.779999,0.000000,17.010000,297.140991,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
53,0.500000,64.260002,0.000000,17.010000,302.571014,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
54,0.500000,66.779999,0.000000,17.010000,307.980988,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
55,0.500000,69.349998,0.000000,17.010000,313.360992,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
56,0.500000,71.959999,0.000000,17.010000,318.721008,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
57,0.500000,74.619995,0.000000,17.010000,324.061005,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
58,0.500000,77.320000,0.000000,17.010000,329.381012,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
59,0.500000,80.059998,0.000000,17.010000,334.670990,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
60,0.500000,82.849998,0.000000,17.010000,339.941010,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
61,0.500000,85.680000,0.000000,17.010000,345.191010,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
62,0.500000,88.559998,0.000000,17.010000,350.411011,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
63,0.500000,91.479996,0.000000,17.010000,355.610992,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
64,0.500000,94.439995,0.000000,17.010000,360.790985,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
65,0.500000,97.449997,0.000000,17.010000,365.950989,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
66,0.500000,100.500000,0.000000,17.010000,371.080994,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
67,0.500000,103.589996,0.000000,17.010000,376.191010,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
68,0.500000,106.720001,0.000000,17.010000,381.281006,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
69,0.500000,109.899994,0.000000,17.010000,386.351013,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
70,0.500000,113.119995,0.000000,17.010000,391.401001,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
71,0.500000,116.379997,0.000000,17.010000,396.420990,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
72,0.500000,119.680000,0.000000,17.010000,401.420990,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
73,0.500000,123.029999,0.000000,17.010000,406.401001,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
74,0.500000,126.419998,0.000000,17.010000,411.360992,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
75,0.500000,129.849991,0.000000,17.010000,416.300995,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000210,0.000000
76,0.500000,133.319992,0.000000,17.010000,421.221008,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000110,0.000000
77,0.500000,136.830002,0.000000,17.010000,426.121002,0.000000,8.321000,0.000003,0.004777,0.000003,0.999989,0.000000,-0.000110,0.000000
