frame,input.bJump,input.bJumped,input.Pitch,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
0,False,False,0.000000,0.000000,-200.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
1,True,True,-1.000000,0.000000,-195.830002,1000.000000,0.000000,500.000000,0.000000,-0.005495,0.005500,0.707086,0.707085,-1.866600,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
2,True,True,-1.000000,0.000000,-191.659988,1000.000000,0.000000,500.000000,0.000000,-0.016360,0.016365,0.706917,0.706918,-3.688500,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
3,True,True,-1.000000,0.000000,-187.489990,1000.000000,0.000000,500.000000,0.000000,-0.032458,0.032463,0.706362,0.706360,-5.466700,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
4,True,True,-1.000000,0.000000,-183.319992,1000.000000,0.000000,500.000000,0.000000,-0.053638,0.053643,0.705071,0.705067,-5.499900,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
5,True,True,-1.000000,0.000000,-179.149994,1000.000000,0.000000,500.000000,0.000000,-0.074867,0.074872,0.703133,0.703131,-5.499900,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
6,True,True,-1.000000,0.000000,-174.979996,1000.000000,0.000000,500.000000,0.000000,-0.096025,0.096030,0.700560,0.700552,-5.499900,0.000000,0.000000,0.000000,0.000000,1000.000000,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
7,True,True,-1.000000,0.000000,-171.639999,1000.209961,0.000000,411.479980,23.459999,-0.110618,0.110623,0.698406,0.698394,-5.027300,0.000000,0.000000,0.000000,4.950000,998.739990,0.000000,853.190002,-97.500000,0.005861,0.000003,0.000003,0.999983,1.405400,0.000000,0.000000
8,True,True,-1.000000,0.000000,-168.220001,1000.409973,0.000000,411.470001,23.459999,-0.130277,0.130282,0.695008,0.694995,-5.500000,0.000000,0.000000,0.000000,12.130000,997.919983,0.000000,852.969971,-97.470001,0.011715,0.000003,0.000003,0.999931,1.405300,0.000000,0.000000
9,True,True,-1.000000,0.000000,-164.789993,1000.609985,0.000000,411.459991,23.459999,-0.151165,0.151171,0.690763,0.690755,-5.499900,0.000000,0.000000,0.000000,19.240000,997.109985,0.000000,852.750000,-97.439995,0.017568,0.000003,0.000003,0.999846,1.405300,0.000000,0.000000
10,True,True,-1.000000,0.000000,-161.360001,1000.809998,0.000000,411.449982,23.459999,-0.171914,0.171919,0.685896,0.685884,-5.499900,0.000000,0.000000,0.000000,26.340000,996.299988,0.000000,852.529968,-97.409996,0.023422,0.000003,0.000003,0.999726,1.405300,0.000000,0.000000
11,True,True,-1.000000,0.000000,-157.929993,1001.009949,0.000000,411.440002,23.459999,-0.192506,0.192517,0.680401,0.680392,-5.499900,0.000000,0.000000,0.000000,33.439999,995.489990,0.000000,852.309998,-97.379997,0.029275,0.000003,0.000003,0.999571,1.405300,0.000000,0.000000
12,True,True,-1.000000,0.000000,-154.500000,1001.209961,0.000000,411.440002,23.459999,-0.212925,0.212936,0.674291,0.674279,-5.499900,0.000000,0.000000,0.000000,40.540001,994.679993,0.000000,852.089966,-97.349998,0.035128,0.000003,0.000003,0.999383,1.405300,0.000000,0.000000
13,True,True,-1.000000,0.000000,-151.069992,1001.409973,0.000000,411.440002,23.459999,-0.233150,0.233161,0.667566,0.667557,-5.499900,0.000000,0.000000,0.000000,47.639999,993.869995,0.000000,851.869995,-97.320000,0.040982,0.000003,0.000003,0.999160,1.405300,0.000000,0.000000
14,True,True,-1.000000,0.000000,-147.639999,1001.609985,0.000000,411.440002,23.459999,-0.253165,0.253176,0.660236,0.660226,-5.499900,0.000000,0.000000,0.000000,54.739998,993.059998,0.000000,851.649963,-97.290001,0.046830,0.000003,0.000003,0.998903,1.405300,0.000000,0.000000
15,True,True,-1.000000,0.000000,-144.209991,1001.809998,0.000000,411.440002,23.459999,-0.272948,0.272959,0.652306,0.652295,-5.499900,0.000000,0.000000,0.000000,61.840000,992.250000,0.000000,851.429993,-97.259995,0.052678,0.000003,0.000003,0.998612,1.405300,0.000000,0.000000
16,True,True,-1.000000,0.000000,-140.779999,1002.009949,0.000000,411.440002,23.459999,-0.292483,0.292493,0.643785,0.643772,-5.499900,0.000000,0.000000,0.000000,68.930000,991.440002,0.000000,851.209961,-97.229996,0.058526,0.000003,0.000003,0.998286,1.405300,0.000000,0.000000
17,True,True,-1.000000,0.000000,-137.349991,1002.209961,0.000000,411.440002,23.459999,-0.311753,0.311764,0.634676,0.634665,-5.499900,0.000000,0.000000,0.000000,76.019997,990.630005,0.000000,850.989990,-97.199997,0.064368,0.000003,0.000003,0.997926,1.405300,0.000000,0.000000
18,True,True,-1.000000,0.000000,-133.919998,1002.409973,0.000000,411.440002,23.459999,-0.330743,0.330754,0.624988,0.624981,-5.499900,0.000000,0.000000,0.000000,83.110001,989.820007,0.000000,850.769958,-97.169998,0.070211,0.000003,0.000003,0.997532,1.405300,0.000000,0.000000
19,True,True,-1.000000,0.000000,-130.489990,1002.539978,0.000000,411.440002,15.240000,-0.349430,0.349441,0.614731,0.614731,-5.499900,0.000000,0.000000,0.000000,90.199997,989.009949,0.000000,850.549988,-97.139999,0.076048,0.000003,0.000003,0.997104,1.405300,0.000000,0.000000
20,True,True,-1.000000,0.000000,-127.059998,1002.619995,0.000000,411.440002,9.900000,-0.367800,0.367811,0.603920,0.603920,-5.499900,0.000000,0.000000,0.000000,97.290001,988.199951,0.000000,850.329956,-97.110001,0.081885,0.000003,0.000003,0.996642,1.405300,0.000000,0.000000
21,True,True,-1.000000,0.000000,-123.629997,1002.669983,0.000000,411.440002,6.430000,-0.385835,0.385845,0.592559,0.592562,-5.499900,0.000000,0.000000,0.000000,104.369995,987.389954,0.000000,850.109985,-97.079994,0.087717,0.000003,0.000003,0.996145,1.405300,0.000000,0.000000
22,True,True,-1.000000,0.000000,-120.199997,1002.699951,0.000000,411.440002,4.170000,-0.403519,0.403530,0.580658,0.580666,-5.499900,0.000000,0.000000,0.000000,111.449997,986.579956,0.000000,849.889954,-97.049995,0.093549,0.000003,0.000003,0.995615,1.405300,0.000000,0.000000
23,True,True,-1.000000,0.000000,-116.769997,1002.719971,0.000000,411.440002,2.710000,-0.420836,0.420847,0.568233,0.568239,-5.499900,0.000000,0.000000,0.000000,118.529999,985.769958,0.000000,849.669983,-97.019997,0.099375,0.000003,0.000003,0.995050,1.405300,0.000000,0.000000
24,True,True,-1.000000,0.000000,-113.339996,1002.729980,0.000000,411.440002,1.760000,-0.437771,0.437781,0.555291,0.555298,-5.499900,0.000000,0.000000,0.000000,125.610001,984.959961,0.000000,849.449951,-96.989998,0.105202,0.000003,0.000003,0.994451,1.405300,0.000000,0.000000
25,True,True,-1.000000,0.000000,-109.909996,1002.739990,0.000000,411.440002,1.140000,-0.454311,0.454316,0.541842,0.541854,-5.499900,0.000000,0.000000,0.000000,132.690002,984.149963,0.000000,849.229980,-96.959999,0.111023,0.000003,0.000003,0.993818,1.405300,0.000000,0.000000
26,True,True,-1.000000,0.000000,-106.479996,1002.750000,0.000000,411.440002,0.740000,-0.470436,0.470441,0.527902,0.527915,-5.499900,0.000000,0.000000,0.000000,139.770004,983.339966,0.000000,849.010010,-96.930000,0.116838,0.000003,0.000003,0.993151,1.405300,0.000000,0.000000
27,True,True,-1.000000,0.000000,-103.049995,1002.759949,0.000000,411.440002,0.740000,-0.486135,0.486140,0.513481,0.513495,-5.499900,0.000000,0.000000,0.000000,146.839996,982.529968,0.000000,848.789978,-96.900002,0.122654,0.000003,0.000003,0.992449,1.405300,0.000000,0.000000
28,True,True,-1.000000,0.000000,-99.619995,1002.769958,0.000000,411.440002,0.740000,-0.501392,0.501396,0.498597,0.498608,-5.499900,0.000000,0.000000,0.000000,153.910004,981.719971,0.000000,848.570007,-96.869995,0.128464,0.000003,0.000003,0.991714,1.405300,0.000000,0.000000
29,True,True,-1.000000,0.000000,-96.189995,1002.779968,0.000000,411.440002,0.740000,-0.516190,0.516196,0.483260,0.483270,-5.499900,0.000000,0.000000,0.000000,160.979996,980.909973,0.000000,848.349976,-96.839996,0.134269,0.000003,0.000003,0.990945,1.405300,0.000000,0.000000
30,True,True,-1.000000,0.000000,-92.759995,1002.789978,0.000000,411.440002,0.740000,-0.530518,0.530533,0.467480,0.467490,-5.499900,0.000000,0.000000,0.000000,168.050003,980.099976,0.000000,848.130005,-96.809998,0.140068,0.000003,0.000003,0.990142,1.405300,0.000000,0.000000
31,True,True,-1.000000,0.000000,-89.329994,1002.799988,0.000000,411.440002,0.740000,-0.544367,0.544380,0.451279,0.451290,-5.499900,0.000000,0.000000,0.000000,175.119995,979.289978,0.000000,847.909973,-96.779999,0.145862,0.000003,0.000003,0.989305,1.405300,0.000000,0.000000
