frame;X;Y;Z;vel_X;vel_Y;vel_Z;angvel_X;angvel_Y;angvel_Z;quart_X;quart_Y;quart_Z;quart_W;Steer;bHandbrake;bActivateBoost;bHoldingBoost;Throttle
1;865.179993;1074.309937;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
2;855.320007;1090.819946;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
3;845.459961;1107.329956;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
4;835.599976;1123.839966;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
5;825.739990;1140.349976;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
6;815.880005;1156.859985;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
7;806.019958;1173.369995;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
8;796.159973;1189.880005;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
9;786.299988;1206.390015;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
10;776.440002;1222.900024;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
11;766.579956;1239.409912;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
12;756.719971;1255.919922;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
13;746.859985;1272.429932;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
14;737.000000;1288.939941;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
15;727.139954;1305.449951;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
16;717.279968;1321.959961;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
17;707.419983;1338.469971;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
18;697.559998;1354.979980;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
19;687.700012;1371.489990;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
20;677.839966;1388.000000;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
21;667.979980;1404.510010;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
22;658.119995;1421.020020;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
23;648.260010;1437.529907;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
24;638.399963;1454.039917;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
25;628.539978;1470.549927;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
26;618.679993;1487.059937;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
27;608.820007;1503.569946;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
28;598.959961;1520.079956;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
29;589.099976;1536.589966;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
30;579.239990;1553.099976;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
31;569.380005;1569.609985;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
32;559.519958;1586.119995;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
33;549.659973;1602.630005;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
34;539.799988;1619.140015;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
35;529.940002;1635.650024;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
36;520.080017;1652.159912;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
37;510.220001;1668.669922;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
38;500.359985;1685.179932;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
39;490.500000;1701.689941;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
40;480.639984;1718.199951;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
41;470.779999;1734.709961;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
42;460.919983;1751.219971;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
43;451.059998;1767.729980;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
44;441.199982;1784.239990;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
45;431.339996;1800.750000;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
46;421.479980;1817.260010;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
47;411.619995;1833.770020;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
48;401.759979;1850.279907;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
49;391.899994;1866.789917;18.639999;-1179.380005;1974.579956;8.130000;0.000000;0.000000;0.000000;-0.002759;0.001578;0.869704;0.493564;0.000000;0;1;1;1.000000;
