frame;X;Y;Z;vel_X;vel_Y;vel_Z;angvel_X;angvel_Y;angvel_Z;quart_X;quart_Y;quart_Z;quart_W;Steer;bHandbrake;bActivateBoost;bHoldingBoost;Throttle
1;865.199951;1074.489990;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
2;855.339966;1091.000000;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
3;845.479980;1107.510010;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
4;835.619995;1124.020020;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
5;825.760010;1140.530029;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
6;815.899963;1157.039917;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
7;806.039978;1173.549927;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
8;796.179993;1190.059937;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
9;786.320007;1206.569946;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
10;776.459961;1223.079956;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
11;766.599976;1239.589966;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
12;756.739990;1256.099976;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
13;746.880005;1272.609985;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
14;737.019958;1289.119995;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
15;727.159973;1305.630005;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
16;717.299988;1322.140015;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
17;707.440002;1338.650024;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
18;697.579956;1355.159912;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
19;687.719971;1371.669922;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
20;677.859985;1388.179932;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
21;668.000000;1404.689941;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
22;658.140015;1421.199951;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
23;648.279968;1437.709961;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
24;638.419983;1454.219971;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
25;628.559998;1470.729980;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
26;618.700012;1487.239990;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
27;608.839966;1503.750000;17.049999;-1179.309937;1974.619995;7.940000;-0.000800;-0.000200;0.000000;-0.007280;0.004124;0.869669;0.493564;0.000000;0;1;1;1.000000;
