frame;X;Y;Z;vel_X;vel_Y;vel_Z;angvel_X;angvel_Y;angvel_Z;quart_X;quart_Y;quart_Z;quart_W;Steer;bHandbrake;bActivateBoost;bHoldingBoost;Throttle
1;865.179993;1074.309937;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
2;855.320007;1090.819946;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
3;845.459961;1107.329956;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
4;835.599976;1123.839966;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
5;825.739990;1140.349976;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
6;815.880005;1156.859985;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
7;806.019958;1173.369995;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
8;796.159973;1189.880005;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
9;786.299988;1206.390015;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
10;776.440002;1222.900024;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
11;766.579956;1239.409912;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
12;756.719971;1255.919922;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
13;746.859985;1272.429932;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
14;737.000000;1288.939941;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
15;727.139954;1305.449951;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
16;717.279968;1321.959961;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
17;707.419983;1338.469971;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
18;697.559998;1354.979980;18.650000;-1179.380005;1974.579956;8.150000;0.000000;0.000000;0.000000;-0.002592;0.001481;0.869704;0.493564;0.000000;0;1;1;1.000000;
