frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,False,False,0.000000,0.000000,0.180000,0.000000,17.010000,0.000000,0.000000,0.251000,0.000003,0.004799,0.000003,0.999988,0.000000,-0.000310,0.000000
1,True,True,False,False,0.000000,1.000000,0.170000,0.000000,19.480000,-0.621000,0.000000,295.931000,0.000003,0.004799,0.000003,0.999988,0.000000,-0.000110,0.000000
2,True,True,False,False,0.000000,1.000000,0.170000,0.000000,21.980000,0.271000,0.000000,299.950989,0.000003,0.004799,0.000003,0.999988,0.000000,-0.000110,0.000000
3,True,True,False,False,0.000000,1.000000,0.170000,0.000000,24.510000,0.041000,0.000000,303.971008,0.000003,0.004799,0.000003,0.999988,0.000000,0.000000,0.000000
4,True,True,False,False,0.000000,1.000000,0.170000,0.000000,27.080000,0.101000,0.000000,307.990997,0.000003,0.004799,0.000003,0.999988,0.000000,0.000000,0.000000
5,True,True,False,False,0.000000,1.000000,0.170000,0.000000,29.679998,0.081000,0.000000,312.010986,0.000003,0.004799,0.000003,0.999988,0.000000,0.000000,0.000000
6,True,True,False,False,0.000000,1.000000,0.170000,0.000000,32.309998,0.091000,0.000000,316.031006,0.000003,0.004799,0.000003,0.999988,0.000000,0.000000,0.000000
7,True,True,False,False,0.000000,1.000000,0.170000,0.000000,34.980000,0.201000,0.000000,320.050995,0.000003,0.004799,0.000003,0.999988,0.000000,0.000000,0.000000
8,True,True,False,False,0.000000,1.000000,0.170000,0.000000,37.700001,0.311000,0.000000,326.781006,-0.001330,0.004799,0.000008,0.999988,-0.319510,0.000000,0.003010
9,True,True,False,False,0.000000,1.000000,0.170000,0.000000,40.480000,0.421000,0.031000,333.510986,-0.003941,0.004799,0.000019,0.999981,-0.626310,0.000000,0.005910
10,True,True,False,False,0.000000,1.000000,0.170000,0.000000,43.320000,0.531000,0.121000,340.240997,-0.007777,0.004799,0.000035,0.999958,-0.920810,0.000000,0.008710
11,True,True,False,False,0.000000,1.000000,0.180000,0.000000,46.209999,0.641000,0.311000,346.971008,-0.012794,0.004799,0.000057,0.999907,-1.203510,0.000000,0.011410
12,True,True,False,False,0.000000,1.000000,0.190000,0.010000,49.160000,0.751000,0.621000,353.700989,-0.018939,0.004799,0.000084,0.999809,-1.474910,0.000000,0.014010
13,True,True,False,False,0.000000,1.000000,0.200000,0.020000,52.160000,0.861000,1.081000,360.420990,-0.026168,0.004799,0.000116,0.999646,-1.735510,0.000000,0.016510
14,True,True,False,False,0.000000,1.000000,0.210000,0.030000,55.219997,0.971000,1.711000,367.131012,-0.034438,0.004799,0.000154,0.999395,-1.985710,0.000000,0.018910
15,True,True,False,False,0.000000,1.000000,0.220000,0.050000,58.340000,1.081000,2.541000,373.830994,-0.043706,0.004799,0.000197,0.999033,-2.225910,0.000000,0.021210
16,True,True,False,False,0.000000,1.000000,0.230000,0.080000,61.509998,1.191000,3.601000,380.520996,-0.053929,0.004799,0.000245,0.998533,-2.456510,0.000000,0.023410
17,True,True,False,False,0.000000,1.000000,0.240000,0.120000,64.739998,1.301000,4.901000,387.181000,-0.065070,0.004793,0.000299,0.997869,-2.677910,0.000000,0.025510
18,True,True,False,False,0.000000,1.000000,0.250000,0.170000,68.019997,1.411000,6.471000,393.811005,-0.077084,0.004788,0.000359,0.997013,-2.890410,0.000000,0.027510
19,True,True,False,False,0.000000,1.000000,0.260000,0.240000,71.360001,1.521000,8.331000,400.401001,-0.089934,0.004782,0.000418,0.995936,-3.094510,0.000000,0.029410
20,True,True,False,False,0.000000,1.000000,0.270000,0.330000,74.750000,1.631000,10.501000,406.931000,-0.103583,0.004777,0.000483,0.994609,-3.290410,0.000000,0.031210
21,False,False,False,False,0.000000,1.000000,0.280000,0.420000,78.099998,1.631000,10.501000,401.510986,-0.117987,0.004772,0.000553,0.993003,-3.478510,0.000000,0.033010
22,False,False,False,False,0.000000,1.000000,0.290000,0.510000,81.400002,1.631000,10.501000,396.091003,-0.133114,0.004761,0.000623,0.991089,-3.659110,0.000000,0.034710
23,False,False,False,False,0.000000,1.000000,0.300000,0.600000,84.659996,1.631000,10.501000,390.670990,-0.148927,0.004750,0.000699,0.988837,-3.832510,0.000000,0.036310
24,False,False,False,False,0.000000,1.000000,0.310000,0.690000,87.869995,1.631000,10.501000,385.251007,-0.165381,0.004739,0.000774,0.986218,-3.998910,0.000000,0.037910
25,False,False,False,False,0.000000,1.000000,0.320000,0.780000,91.040001,1.631000,10.501000,379.830994,-0.182445,0.004723,0.000855,0.983204,-4.158710,0.000000,0.039410
26,False,False,False,False,0.000000,1.000000,0.330000,0.870000,94.159996,1.631000,10.501000,374.411011,-0.200080,0.004707,0.000936,0.979768,-4.312110,0.000000,0.040810
27,False,False,False,False,0.000000,1.000000,0.340000,0.960000,97.229996,1.631000,10.501000,368.990997,-0.218250,0.004691,0.001022,0.975881,-4.459410,0.000000,0.042210
28,False,False,False,False,0.000000,1.000000,0.350000,1.050000,100.259995,1.631000,10.501000,363.570984,-0.236916,0.004669,0.001109,0.971518,-4.600810,0.000000,0.043510
29,False,False,False,False,0.000000,1.000000,0.360000,1.140000,103.239998,1.631000,10.501000,358.151001,-0.256041,0.004648,0.001200,0.966654,-4.736510,0.000000,0.044810
30,False,False,False,False,0.000000,1.000000,0.370000,1.230000,106.180000,1.631000,10.501000,352.730988,-0.275591,0.004621,0.001292,0.961263,-4.866810,0.000000,0.046010
31,False,False,False,False,0.000000,1.000000,0.380000,1.320000,109.070000,1.631000,10.501000,347.311005,-0.295525,0.004594,0.001384,0.955323,-4.991910,0.000000,0.047210
32,False,False,False,False,0.000000,1.000000,0.390000,1.410000,111.919998,1.631000,10.501000,341.890991,-0.315805,0.004561,0.001481,0.948812,-5.112010,0.000000,0.048310
33,False,False,False,False,0.000000,1.000000,0.400000,1.500000,114.720001,1.631000,10.501000,336.471008,-0.336396,0.004529,0.001578,0.941708,-5.227310,0.000000,0.049410
34,False,False,False,False,0.000000,1.000000,0.410000,1.590000,117.479996,1.631000,10.501000,331.050995,-0.357258,0.004491,0.001675,0.933993,-5.338010,0.000000,0.050410
35,False,False,False,False,0.000000,1.000000,0.420000,1.680000,120.189995,1.631000,10.501000,325.631012,-0.378352,0.004453,0.001772,0.925649,-5.444310,0.000000,0.051410
36,False,False,False,False,0.000000,1.000000,0.430000,1.770000,122.860001,1.631000,10.501000,320.210999,-0.399640,0.004410,0.001869,0.916660,-5.499710,0.000000,0.051910
37,False,False,False,False,0.000000,1.000000,0.440000,1.860000,125.479996,1.631000,10.501000,314.790985,-0.420917,0.004367,0.001966,0.907086,-5.499710,0.000000,0.051910
38,False,False,False,False,0.000000,1.000000,0.450000,1.950000,128.059998,1.631000,10.501000,309.371002,-0.441968,0.004319,0.002064,0.897018,-5.499710,0.000000,0.051910
39,False,False,False,False,0.000000,1.000000,0.460000,2.040000,130.589996,1.631000,10.501000,303.950989,-0.462775,0.004270,0.002161,0.886462,-5.499710,0.000000,0.051910
40,False,False,False,False,0.000000,1.000000,0.470000,2.130000,133.080002,1.631000,10.501000,298.531006,-0.483330,0.004216,0.002258,0.875425,-5.499710,0.000000,0.051910
41,False,False,False,False,0.000000,1.000000,0.480000,2.220000,135.520004,1.631000,10.501000,293.110992,-0.503620,0.004162,0.002349,0.863912,-5.499710,0.000000,0.051910
42,False,False,False,False,0.000000,1.000000,0.490000,2.310000,137.919998,1.631000,10.501000,287.691010,-0.523640,0.004103,0.002441,0.851926,-5.499710,0.000000,0.051910
43,False,False,False,False,0.000000,1.000000,0.500000,2.400000,140.270004,1.631000,10.501000,282.270996,-0.543374,0.004043,0.002533,0.839477,-5.499710,0.000000,0.051910
44,False,False,False,False,0.000000,1.000000,0.510000,2.490000,142.580002,1.631000,10.501000,276.851013,-0.562812,0.003984,0.002625,0.826571,-5.499710,0.000000,0.051910
45,False,False,False,False,0.000000,1.000000,0.520000,2.580000,144.839996,1.631000,10.501000,271.431000,-0.581942,0.003919,0.002711,0.813217,-5.499710,0.000000,0.051910
46,False,False,False,False,0.000000,1.000000,0.530000,2.670000,147.059998,1.631000,10.501000,266.010986,-0.600753,0.003855,0.002797,0.799420,-5.499710,0.000000,0.051910
47,False,False,False,False,0.000000,1.000000,0.540000,2.760000,149.229996,1.631000,10.501000,260.591003,-0.619241,0.003784,0.002884,0.785186,-5.499710,0.000000,0.051910
48,False,False,False,False,0.000000,1.000000,0.550000,2.850000,151.360001,1.631000,10.501000,255.171005,-0.637389,0.003714,0.002970,0.770527,-5.499710,0.000000,0.051910
49,False,False,False,False,0.000000,1.000000,0.560000,2.940000,153.440002,1.631000,10.501000,249.751007,-0.655192,0.003644,0.003051,0.755447,-5.499710,0.000000,0.051910
50,False,False,False,False,0.000000,1.000000,0.570000,3.030000,155.479996,1.631000,10.501000,244.331009,-0.672639,0.003569,0.003132,0.739955,-5.499710,0.000000,0.051910
51,False,False,False,False,0.000000,1.000000,0.580000,3.120000,157.470001,1.631000,10.501000,238.910995,-0.689719,0.003493,0.003213,0.724061,-5.499710,0.000000,0.051910
52,False,False,False,False,0.000000,1.000000,0.590000,3.210000,159.419998,1.631000,10.501000,233.490997,-0.706422,0.003418,0.003288,0.707775,-5.499710,0.000000,0.051910
53,False,False,False,False,0.000000,1.000000,0.600000,3.300000,161.319992,1.631000,10.501000,228.070999,0.722743,-0.003337,-0.003364,-0.691100,-5.499710,0.000000,0.051910
54,False,False,False,False,0.000000,1.000000,0.610000,3.390000,163.179993,1.631000,10.501000,222.651001,0.738668,-0.003256,-0.003439,-0.674053,-5.499710,0.000000,0.051910
55,False,False,False,False,0.000000,1.000000,0.620000,3.480000,164.989990,1.631000,10.501000,217.231003,0.754191,-0.003175,-0.003509,-0.656638,-5.499710,0.000000,0.051910
56,False,False,False,False,0.000000,1.000000,0.630000,3.570000,166.759995,1.631000,10.501000,211.811005,0.769306,-0.003089,-0.003579,-0.638862,-5.499710,0.000000,0.051910
57,False,False,False,False,0.000000,1.000000,0.640000,3.660000,168.479996,1.631000,10.501000,206.391006,0.784001,-0.003002,-0.003650,-0.620741,-5.499710,0.000000,0.051910
58,False,False,False,False,0.000000,1.000000,0.650000,3.750000,170.149994,1.631000,10.501000,200.971008,0.798271,-0.002916,-0.003714,-0.602280,-5.499710,0.000000,0.051910
59,False,False,False,False,0.000000,1.000000,0.660000,3.840000,171.779999,1.631000,10.501000,195.551010,0.812107,-0.002824,-0.003779,-0.583490,-5.499710,0.000000,0.051910
60,False,False,False,False,0.000000,1.000000,0.670000,3.930000,173.360001,1.631000,10.501000,190.130997,0.825501,-0.002732,-0.003838,-0.564381,-5.499710,0.000000,0.051910
61,False,False,False,False,0.000000,1.000000,0.680000,4.020000,174.899994,1.631000,10.501000,184.710999,0.838442,-0.002641,-0.003898,-0.544971,-5.499710,0.000000,0.051910
62,False,False,False,False,0.000000,1.000000,0.690000,4.110000,176.389999,1.631000,10.501000,179.291000,0.850926,-0.002549,-0.003957,-0.525264,-5.499710,0.000000,0.051910
63,False,False,False,False,0.000000,1.000000,0.700000,4.200000,177.839996,1.631000,10.501000,173.871002,0.862948,-0.002452,-0.004011,-0.505270,-5.499710,0.000000,0.051910
64,False,False,False,False,0.000000,1.000000,0.710000,4.290000,179.239990,1.631000,10.501000,168.451004,0.874500,-0.002355,-0.004065,-0.485002,-5.499710,0.000000,0.051910
65,False,False,False,False,0.000000,1.000000,0.720000,4.380000,180.599991,1.631000,10.501000,163.031006,0.885577,-0.002258,-0.004114,-0.464469,-5.499710,0.000000,0.051910
66,False,False,False,False,0.000000,1.000000,0.730000,4.470000,181.909988,1.631000,10.501000,157.611008,0.896171,-0.002161,-0.004162,-0.443683,-5.499710,0.000000,0.051910
67,False,False,False,False,0.000000,1.000000,0.740000,4.560000,183.179993,1.631000,10.501000,152.191010,0.906279,-0.002058,-0.004211,-0.422654,-5.499710,0.000000,0.051910
68,False,False,False,False,0.000000,1.000000,0.750000,4.650000,184.399994,1.631000,10.501000,146.771011,0.915894,-0.001956,-0.004254,-0.401393,-5.499710,0.000000,0.051910
69,False,False,False,False,0.000000,1.000000,0.760000,4.740000,185.580002,1.631000,10.501000,141.350998,0.925009,-0.001853,-0.004297,-0.379916,-5.499710,0.000000,0.051810
70,False,False,False,False,0.000000,1.000000,0.770000,4.830000,186.709991,1.631000,10.501000,135.931000,0.933620,-0.001751,-0.004335,-0.358235,-5.499710,0.000000,0.051810
71,True,True,False,False,0.000000,0.000000,0.770000,6.540000,185.989990,-0.361000,205.600998,-86.280998,0.941274,-0.001654,-0.004367,-0.337610,-5.280010,0.000000,0.049710
72,False,False,True,True,1.000000,0.000000,0.840000,8.250000,185.229996,7.901000,205.591003,-91.770996,0.948194,-0.001853,-0.004507,-0.317655,-5.069610,0.048210,-0.010810
73,False,False,True,True,1.000000,0.000000,0.980000,9.960000,184.419998,16.720999,205.581009,-97.270996,0.954439,-0.002360,-0.004745,-0.298358,-4.867610,0.093810,-0.073310
74,False,False,True,True,1.000000,0.000000,1.190000,11.670000,183.559998,25.530998,205.561005,-102.770996,0.960063,-0.003169,-0.005068,-0.279719,-4.673710,0.136710,-0.137710
75,False,False,True,True,1.000000,0.000000,1.480000,13.380000,182.659988,34.341000,205.531006,-108.280998,0.965118,-0.004286,-0.005478,-0.261721,-4.487610,0.176810,-0.203810
76,False,False,True,True,1.000000,0.000000,1.840000,15.089999,181.709991,43.150997,205.481003,-113.810997,0.969651,-0.005710,-0.005964,-0.244356,-4.309010,0.214110,-0.271510
77,False,False,True,True,1.000000,0.000000,2.270000,16.799999,180.720001,51.960999,205.401001,-119.350998,0.973703,-0.007442,-0.006525,-0.227605,-4.137610,0.248610,-0.340810
78,False,False,True,True,1.000000,0.000000,2.780000,18.510000,179.679993,60.771000,205.291000,-124.900993,0.977315,-0.009487,-0.007145,-0.211458,-3.973110,0.280310,-0.411410
79,False,False,True,True,1.000000,0.000000,3.360000,20.219999,178.589996,69.581001,205.151001,-130.471008,0.980521,-0.011839,-0.007825,-0.195899,-3.815310,0.309210,-0.483310
80,False,False,True,True,1.000000,0.000000,4.010000,21.930000,177.459991,78.390999,204.971008,-136.061005,0.983356,-0.014504,-0.008559,-0.180907,-3.663910,0.335310,-0.556410
81,False,False,True,True,1.000000,0.000000,4.740000,23.639999,176.279999,87.200996,204.740997,-141.671005,0.985847,-0.017482,-0.009341,-0.166471,-3.518710,0.358610,-0.630510
82,False,False,True,True,1.000000,0.000000,5.540000,25.340000,175.050003,96.010994,204.460999,-147.301010,0.988022,-0.020773,-0.010161,-0.152574,-3.379410,0.379110,-0.705510
83,False,False,True,True,1.000000,0.000000,6.410000,27.039999,173.779999,104.820999,204.121002,-152.951004,0.989904,-0.024376,-0.011019,-0.139194,-3.245910,0.396910,-0.781410
84,False,False,True,True,1.000000,0.000000,7.360000,28.740000,172.459991,113.620995,203.721008,-158.611008,0.991515,-0.028293,-0.011904,-0.126317,-3.117910,0.412010,-0.858010
85,False,False,True,True,1.000000,0.000000,8.380000,30.429998,171.089996,122.420998,203.251007,-164.291000,0.992873,-0.032528,-0.012810,-0.113930,-2.995210,0.424410,-0.935210
86,False,False,True,True,1.000000,0.000000,9.469999,32.119999,169.669998,131.210999,202.701004,-169.990997,0.993997,-0.037076,-0.013732,-0.102013,-2.877610,0.434310,-1.013010
87,False,False,True,True,1.000000,0.000000,10.639999,33.799999,168.209991,140.001007,202.070999,-175.710999,0.994900,-0.041937,-0.014671,-0.090549,-2.765010,0.441610,-1.091210
88,False,False,True,True,1.000000,0.000000,11.880000,35.480000,166.699997,148.781006,201.350998,-181.451004,0.995597,-0.047116,-0.015615,-0.079522,-2.657210,0.446510,-1.169810
89,False,False,True,True,1.000000,0.000000,13.190000,37.149998,165.139999,157.551010,200.541000,-187.201004,0.996097,-0.052608,-0.016559,-0.068916,-2.554010,0.449010,-1.248710
