frame,input.bJump,input.bJumped,input.Pitch,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.120000,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
1,False,False,0.000000,0.120000,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
2,False,False,0.000000,0.120000,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
3,False,False,0.000000,0.120000,0.000000,18.629999,0.000000,0.000000,8.431000,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000310,0.000000
4,True,True,0.000000,0.140000,0.000000,21.160000,-0.521000,0.000000,304.110992,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
5,False,False,0.000000,0.140000,0.000000,23.730000,0.111000,0.000000,308.131012,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
6,False,False,0.000000,0.140000,0.000000,26.330000,-0.051000,0.000000,312.151001,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
7,False,False,0.000000,0.140000,0.000000,28.859999,0.000000,0.000000,304.020996,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
8,False,False,0.000000,0.140000,0.000000,31.330000,0.000000,0.000000,295.890991,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
9,False,False,0.000000,0.140000,0.000000,33.730000,0.000000,0.000000,287.760986,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
10,False,False,0.000000,0.140000,0.000000,36.079998,0.000000,0.000000,282.341003,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
11,False,False,0.000000,0.140000,0.000000,38.389999,0.000000,0.000000,276.920990,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000210,0.000000
