frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,False,False,0.000000,0.000000,0.340000,0.000000,18.330000,0.000000,0.000000,8.401000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000310,0.000000
1,True,True,False,False,0.000000,1.000000,0.380000,0.000000,20.859999,-1.371000,0.000000,304.050995,0.000003,0.008548,0.000003,0.999963,0.000000,0.000210,0.000000
2,True,True,False,False,0.000000,1.000000,0.370000,0.000000,23.430000,0.311000,0.000000,308.071014,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
3,True,True,False,False,0.000000,1.000000,0.370000,0.000000,26.029999,-0.131000,0.000000,312.091003,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
4,True,True,False,False,0.000000,1.000000,0.370000,0.000000,28.660000,-0.021000,0.000000,316.110992,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
5,True,True,False,False,0.000000,1.000000,0.370000,0.000000,31.330000,-0.041000,0.000000,320.131012,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
6,True,True,False,False,0.000000,1.000000,0.370000,0.000000,34.029999,0.161000,0.000000,324.151001,0.000003,0.008548,0.000003,0.999963,0.000000,0.000000,0.000000
7,True,True,False,False,0.000000,1.000000,0.370000,0.000000,36.790001,0.361000,0.000000,330.881012,-0.001330,0.008548,0.000013,0.999963,-0.319510,0.000000,0.005410
8,True,True,False,False,0.000000,1.000000,0.370000,0.000000,39.599998,0.561000,0.031000,337.610992,-0.003941,0.008548,0.000035,0.999956,-0.626210,0.000000,0.010610
9,True,True,False,False,0.000000,1.000000,0.380000,0.000000,42.469997,0.761000,0.121000,344.341003,-0.007777,0.008548,0.000067,0.999933,-0.920710,0.000000,0.015610
10,True,True,False,False,0.000000,1.000000,0.390000,0.000000,45.399998,0.961000,0.311000,351.071014,-0.012794,0.008548,0.000111,0.999882,-1.203410,0.000000,0.020410
11,True,True,False,False,0.000000,1.000000,0.400000,0.010000,48.379997,1.161000,0.621000,357.800995,-0.018939,0.008548,0.000165,0.999784,-1.474810,0.000000,0.025010
12,True,True,False,False,0.000000,1.000000,0.410000,0.020000,51.419998,1.361000,1.081000,364.520996,-0.026168,0.008548,0.000224,0.999621,-1.735410,0.000000,0.029410
13,True,True,False,False,0.000000,1.000000,0.420000,0.030000,54.509998,1.561000,1.711000,371.230988,-0.034438,0.008548,0.000294,0.999370,-1.985610,0.000000,0.033610
14,True,True,False,False,0.000000,1.000000,0.430000,0.050000,57.660000,1.761000,2.541000,377.931000,-0.043706,0.008543,0.000370,0.999008,-2.225810,0.000000,0.037710
15,True,True,False,False,0.000000,1.000000,0.450000,0.080000,60.869999,1.961000,3.601000,384.610992,-0.053929,0.008537,0.000456,0.998508,-2.456410,0.000000,0.041610
16,True,True,False,False,0.000000,1.000000,0.470000,0.120000,64.129997,2.161000,4.901000,391.270996,-0.065070,0.008532,0.000548,0.997844,-2.677810,0.000000,0.045410
17,True,True,False,False,0.000000,1.000000,0.490000,0.170000,67.449997,2.361000,6.471000,397.901001,-0.077084,0.008526,0.000650,0.996988,-2.890310,0.000000,0.049010
18,True,True,False,False,0.000000,1.000000,0.510000,0.240000,70.820000,2.561000,8.331000,404.490997,-0.089934,0.008516,0.000758,0.995911,-3.094310,0.000000,0.052510
19,True,True,False,False,0.000000,1.000000,0.530000,0.330000,74.250000,2.761000,10.501000,411.020996,-0.103583,0.008505,0.000871,0.994584,-3.290210,0.000000,0.055810
20,True,True,False,False,0.000000,1.000000,0.550000,0.440000,77.729996,2.961000,13.001000,417.490997,-0.117987,0.008489,0.000990,0.992978,-3.478310,0.000000,0.059010
21,False,False,False,False,0.000000,1.000000,0.570000,0.550000,81.159996,2.961000,13.001000,412.070984,-0.133114,0.008473,0.001119,0.991064,-3.658810,0.000000,0.062110
22,False,False,False,False,0.000000,1.000000,0.590000,0.660000,84.549995,2.961000,13.001000,406.651001,-0.148921,0.008451,0.001254,0.988812,-3.832110,0.000000,0.065010
23,False,False,False,False,0.000000,1.000000,0.610000,0.770000,87.889999,2.961000,13.001000,401.230988,-0.165375,0.008429,0.001395,0.986194,-3.998510,0.000000,0.067810
24,False,False,False,False,0.000000,1.000000,0.630000,0.880000,91.189995,2.961000,13.001000,395.811005,-0.182439,0.008402,0.001540,0.983180,-4.158310,0.000000,0.070510
25,False,False,False,False,0.000000,1.000000,0.650000,0.990000,94.439995,2.961000,13.001000,390.390991,-0.200075,0.008375,0.001691,0.979743,-4.311710,0.000000,0.073110
26,False,False,False,False,0.000000,1.000000,0.670000,1.100000,97.650002,2.961000,13.001000,384.971008,-0.218245,0.008343,0.001842,0.975857,-4.459010,0.000000,0.075610
27,False,False,False,False,0.000000,1.000000,0.690000,1.210000,100.809998,2.961000,13.001000,379.550995,-0.236911,0.008305,0.001999,0.971494,-4.600410,0.000000,0.078010
28,False,False,False,False,0.000000,1.000000,0.710000,1.320000,103.930000,2.961000,13.001000,374.131012,-0.256035,0.008262,0.002161,0.966630,-4.736110,0.000000,0.080310
29,False,False,False,False,0.000000,1.000000,0.730000,1.430000,107.000000,2.961000,13.001000,368.710999,-0.275586,0.008214,0.002322,0.961238,-4.866410,0.000000,0.082510
30,False,False,False,False,0.000000,1.000000,0.750000,1.540000,110.029999,2.961000,13.001000,363.290985,-0.295520,0.008165,0.002490,0.955298,-4.991510,0.000000,0.084610
31,False,False,False,False,0.000000,1.000000,0.770000,1.650000,113.009995,2.961000,13.001000,357.871002,-0.315799,0.008111,0.002662,0.948788,-5.111610,0.000000,0.086610
32,False,False,False,False,0.000000,1.000000,0.790000,1.760000,115.949997,2.961000,13.001000,352.450989,-0.336391,0.008052,0.002835,0.941684,-5.226910,0.000000,0.088510
33,False,False,False,False,0.000000,1.000000,0.810000,1.870000,118.839996,2.961000,13.001000,347.031006,-0.357253,0.007987,0.003008,0.933969,-5.337610,0.000000,0.090410
34,False,False,False,False,0.000000,1.000000,0.830000,1.980000,121.689995,2.961000,13.001000,341.610992,-0.378347,0.007917,0.003186,0.925625,-5.443910,0.000000,0.092210
35,False,False,False,False,0.000000,1.000000,0.850000,2.090000,124.489998,2.961000,13.001000,336.191010,-0.399635,0.007841,0.003364,0.916635,-5.499210,0.000000,0.093110
36,False,False,False,False,0.000000,1.000000,0.870000,2.200000,127.250000,2.961000,13.001000,330.770996,-0.420912,0.007760,0.003542,0.907061,-5.499210,0.000000,0.093110
37,False,False,False,False,0.000000,1.000000,0.890000,2.310000,129.959991,2.961000,13.001000,325.351013,-0.441957,0.007674,0.003720,0.896996,-5.499210,0.000000,0.093110
38,False,False,False,False,0.000000,1.000000,0.910000,2.420000,132.629990,2.961000,13.001000,319.931000,-0.462765,0.007582,0.003892,0.886440,-5.499210,0.000000,0.093110
39,False,False,False,False,0.000000,1.000000,0.930000,2.530000,135.250000,2.961000,13.001000,314.510986,-0.483319,0.007491,0.004065,0.875403,-5.499210,0.000000,0.093110
40,False,False,False,False,0.000000,1.000000,0.950000,2.640000,137.830002,2.961000,13.001000,309.091003,-0.503609,0.007394,0.004238,0.863890,-5.499210,0.000000,0.093110
41,False,False,False,False,0.000000,1.000000,0.970000,2.750000,140.360001,2.961000,13.001000,303.670990,-0.523629,0.007291,0.004405,0.851904,-5.499210,0.000000,0.093110
42,False,False,False,False,0.000000,1.000000,0.990000,2.860000,142.849991,2.961000,13.001000,298.251007,-0.543363,0.007183,0.004572,0.839454,-5.499210,0.000000,0.093110
43,False,False,False,False,0.000000,1.000000,1.010000,2.970000,145.289993,2.961000,13.001000,292.830994,-0.562801,0.007075,0.004734,0.826549,-5.499210,0.000000,0.093110
44,False,False,False,False,0.000000,1.000000,1.030000,3.080000,147.690002,2.961000,13.001000,287.411011,-0.581931,0.006962,0.004896,0.813194,-5.499210,0.000000,0.093110
45,False,False,False,False,0.000000,1.000000,1.050000,3.190000,150.039993,2.961000,13.001000,281.990997,-0.600743,0.006843,0.005052,0.799397,-5.499210,0.000000,0.093110
46,False,False,False,False,0.000000,1.000000,1.070000,3.300000,152.339996,2.961000,13.001000,276.571014,-0.619231,0.006725,0.005209,0.785163,-5.499210,0.000000,0.093110
47,False,False,False,False,0.000000,1.000000,1.090000,3.410000,154.599991,2.961000,13.001000,271.151001,-0.637379,0.006601,0.005360,0.770504,-5.499210,0.000000,0.093110
48,False,False,False,False,0.000000,1.000000,1.110000,3.520000,156.809998,2.961000,13.001000,265.730988,-0.655182,0.006471,0.005511,0.755424,-5.499210,0.000000,0.093110
49,False,False,False,False,0.000000,1.000000,1.130000,3.630000,158.979996,2.961000,13.001000,260.311005,-0.672628,0.006342,0.005656,0.739931,-5.499210,0.000000,0.093110
50,False,False,False,False,0.000000,1.000000,1.150000,3.740000,161.099991,2.961000,13.001000,254.891006,-0.689708,0.006207,0.005797,0.724037,-5.499210,0.000000,0.093110
51,False,False,False,False,0.000000,1.000000,1.170000,3.850000,163.179993,2.961000,13.001000,249.471008,-0.706411,0.006066,0.005937,0.707751,-5.499210,0.000000,0.093110
52,False,False,False,False,0.000000,1.000000,1.190000,3.960000,165.209991,2.961000,13.001000,244.050995,0.722730,-0.005926,-0.006072,-0.691079,-5.499210,0.000000,0.093110
53,False,False,False,False,0.000000,1.000000,1.210000,4.070000,167.199997,2.961000,13.001000,238.630997,0.738654,-0.005781,-0.006207,-0.674031,-5.499210,0.000000,0.093110
54,False,False,False,False,0.000000,1.000000,1.230000,4.180000,169.139999,2.961000,13.001000,233.210999,0.754177,-0.005630,-0.006336,-0.656617,-5.499210,0.000000,0.093110
55,False,False,False,False,0.000000,1.000000,1.250000,4.290000,171.039993,2.961000,13.001000,227.791000,0.769292,-0.005478,-0.006460,-0.638841,-5.499210,0.000000,0.093110
56,False,False,False,False,0.000000,1.000000,1.270000,4.400000,172.889999,2.961000,13.001000,222.371002,0.783987,-0.005322,-0.006584,-0.620719,-5.499210,0.000000,0.093110
57,False,False,False,False,0.000000,1.000000,1.290000,4.510000,174.699997,2.961000,13.001000,216.951004,0.798256,-0.005166,-0.006703,-0.602258,-5.499210,0.000000,0.093110
58,False,False,False,False,0.000000,1.000000,1.310000,4.620000,176.459991,2.961000,13.001000,211.531006,0.812092,-0.005004,-0.006816,-0.583468,-5.499210,0.000000,0.093110
59,False,False,False,False,0.000000,1.000000,1.330000,4.730000,178.179993,2.961000,13.001000,206.111008,0.825482,-0.004842,-0.006930,-0.564365,-5.499210,0.000000,0.093110
60,False,False,False,False,0.000000,1.000000,1.350000,4.840000,179.849991,2.961000,13.001000,200.691010,0.838423,-0.004675,-0.007038,-0.544955,-5.499210,0.000000,0.093110
61,False,False,False,False,0.000000,1.000000,1.370000,4.950000,181.479996,2.961000,13.001000,195.270996,0.850908,-0.004507,-0.007140,-0.525248,-5.499210,0.000000,0.093110
62,False,False,False,False,0.000000,1.000000,1.390000,5.060000,183.059998,2.961000,13.001000,189.850998,0.862929,-0.004335,-0.007243,-0.505254,-5.499210,0.000000,0.093110
63,False,False,False,False,0.000000,1.000000,1.410000,5.170000,184.599991,2.961000,13.001000,184.431000,0.874481,-0.004162,-0.007340,-0.484986,-5.499210,0.000000,0.093110
64,False,False,False,False,0.000000,1.000000,1.430000,5.280000,186.089996,2.961000,13.001000,179.011002,0.885557,-0.003989,-0.007431,-0.464453,-5.499210,0.000000,0.093110
65,False,False,False,False,0.000000,1.000000,1.450000,5.390000,187.539993,2.961000,13.001000,173.591003,0.896152,-0.003811,-0.007518,-0.443667,-5.499210,0.000000,0.093110
