frame,input.Throttle,input.bHoldingBoost,input.bActivateBoost,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,0.000000,False,False,-2000.000000,-4499.879883,18.639999,0.000000,0.000000,8.441000,-0.002123,0.002139,0.707106,0.707101,0.000510,0.000000,0.000000
1,0.000000,False,False,-2000.000000,-4499.879883,18.639999,0.000000,-0.011000,8.441000,-0.002123,0.002139,0.707106,0.707101,0.000510,0.000000,0.000000
2,0.000000,False,False,-2000.000000,-4499.879883,18.639999,0.000000,0.000000,8.441000,-0.002123,0.002139,0.707106,0.707101,0.000510,0.000000,0.000000
3,0.000000,False,False,-2000.000000,-4499.879883,18.639999,0.000000,-0.011000,8.441000,-0.002123,0.002139,0.707106,0.707101,0.000510,0.000000,0.000000
4,1.000000,True,True,-2000.000000,-4499.810059,18.639999,0.000000,21.511000,8.401000,-0.002123,0.002139,0.707106,0.707101,0.000910,0.000000,0.000000
5,1.000000,True,True,-2000.000000,-4499.560059,18.639999,0.000000,42.850998,8.381001,-0.002117,0.002139,0.707106,0.707101,0.001110,0.000000,0.000000
6,1.000000,True,True,-2000.000000,-4499.129883,18.639999,0.000000,64.000999,8.371000,-0.002112,0.002134,0.707106,0.707101,0.001210,0.000000,0.000000
7,1.000000,True,True,-2000.000000,-4498.529785,18.639999,0.000000,84.971001,8.361000,-0.002107,0.002128,0.707106,0.707101,0.001110,0.000000,0.000000
8,1.000000,True,True,-2000.000000,-4497.750000,18.639999,0.000000,105.760994,8.351000,-0.002101,0.002123,0.707106,0.707101,0.001010,0.000000,0.000000
9,1.000000,True,True,-2000.000000,-4496.799805,18.639999,0.000000,126.380997,8.351000,-0.002096,0.002117,0.707106,0.707101,0.000910,0.000000,0.000000
10,1.000000,True,True,-2000.000000,-4495.679688,18.639999,0.000000,146.820999,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000710,0.000000,0.000000
11,1.000000,True,True,-2000.000000,-4494.390137,18.639999,0.000000,167.081009,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000610,-0.000110,0.000000
12,1.000000,True,True,-2000.000000,-4492.929688,18.639999,0.000000,187.171005,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000510,-0.000110,0.000000
13,1.000000,True,True,-2000.000000,-4491.299805,18.639999,0.000000,207.091003,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
14,1.000000,True,True,-2000.000000,-4489.509766,18.639999,0.000000,226.841003,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
15,1.000000,True,True,-2000.000000,-4487.549805,18.639999,0.000000,246.421005,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
16,1.000000,True,True,-2000.000000,-4485.429688,18.639999,0.000000,265.830994,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
17,1.000000,True,True,-2000.000000,-4483.149902,18.639999,0.000000,285.071014,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
18,1.000000,True,True,-2000.000000,-4480.699707,18.639999,0.000000,304.151001,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
19,1.000000,True,True,-2000.000000,-4478.100098,18.639999,0.000000,323.071014,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
20,1.000000,True,True,-2000.000000,-4475.339844,18.639999,0.000000,341.821014,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000410,-0.000110,0.000000
21,1.000000,True,True,-2000.000000,-4472.419922,18.639999,0.000000,360.411011,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
22,1.000000,True,True,-2000.000000,-4469.350098,18.639999,0.000000,378.841003,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
23,1.000000,True,True,-2000.000000,-4466.120117,18.639999,0.000000,397.121002,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
24,1.000000,True,True,-2000.000000,-4462.739746,18.639999,0.000000,415.240997,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
25,1.000000,True,True,-2000.000000,-4459.209961,18.639999,0.000000,433.200989,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
26,1.000000,True,True,-2000.000000,-4455.529785,18.639999,0.000000,451.010986,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
27,1.000000,True,True,-2000.000000,-4451.699707,18.639999,0.000000,468.670990,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
28,1.000000,True,True,-2000.000000,-4447.719727,18.639999,0.000000,486.181000,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
29,1.000000,True,True,-2000.000000,-4443.600098,18.639999,0.000000,503.540985,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
30,1.000000,True,True,-2000.000000,-4439.330078,18.639999,0.000000,520.750977,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000310,-0.000110,0.000000
31,1.000000,True,True,-2000.000000,-4434.919922,18.639999,0.000000,537.810974,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
32,1.000000,True,True,-2000.000000,-4430.370117,18.639999,0.000000,554.720947,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
33,1.000000,True,True,-2000.000000,-4425.679688,18.639999,0.000000,571.490967,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
34,1.000000,True,True,-2000.000000,-4420.850098,18.639999,0.000000,588.110962,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
35,1.000000,True,True,-2000.000000,-4415.879883,18.639999,0.000000,604.590942,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
36,1.000000,True,True,-2000.000000,-4410.770020,18.639999,0.000000,620.930969,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
37,1.000000,True,True,-2000.000000,-4405.529785,18.639999,0.000000,637.130981,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
38,1.000000,True,True,-2000.000000,-4400.149902,18.639999,0.000000,653.190979,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
39,1.000000,True,True,-2000.000000,-4394.640137,18.639999,0.000000,669.110962,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
40,1.000000,True,True,-2000.000000,-4388.989746,18.639999,0.000000,684.900940,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000210,-0.000110,0.000000
41,1.000000,True,True,-2000.000000,-4383.209961,18.639999,0.000000,700.550964,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
42,1.000000,True,True,-2000.000000,-4377.299805,18.639999,0.000000,716.070984,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
43,1.000000,True,True,-2000.000000,-4371.259766,18.639999,0.000000,731.450989,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
44,1.000000,True,True,-2000.000000,-4365.100098,18.639999,0.000000,746.700989,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
45,1.000000,True,True,-2000.000000,-4358.810059,18.639999,0.000000,761.820984,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
46,1.000000,True,True,-2000.000000,-4352.390137,18.639999,0.000000,776.810974,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
47,1.000000,True,True,-2000.000000,-4345.850098,18.639999,0.000000,791.670959,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
48,1.000000,True,True,-2000.000000,-4339.179688,18.639999,0.000000,806.410950,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
49,1.000000,True,True,-2000.000000,-4332.390137,18.639999,0.000000,821.020935,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
50,1.000000,True,True,-2000.000000,-4325.479980,18.639999,0.000000,835.500977,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
51,1.000000,True,True,-2000.000000,-4318.449707,18.639999,0.000000,849.860962,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
52,1.000000,True,True,-2000.000000,-4311.299805,18.639999,0.000000,864.100952,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000110,-0.000110,0.000000
53,1.000000,True,True,-2000.000000,-4304.029785,18.639999,0.000000,878.220947,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
54,1.000000,True,True,-2000.000000,-4296.640137,18.639999,0.000000,892.210938,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
55,1.000000,True,True,-2000.000000,-4289.140137,18.639999,0.000000,906.090942,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
56,1.000000,True,True,-2000.000000,-4281.520020,18.639999,0.000000,919.850952,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
57,1.000000,True,True,-2000.000000,-4273.790039,18.639999,0.000000,933.490967,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
58,1.000000,True,True,-2000.000000,-4265.939941,18.639999,0.000000,947.010925,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
59,1.000000,True,True,-2000.000000,-4257.979980,18.639999,0.000000,960.410950,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
60,1.000000,True,True,-2000.000000,-4249.909668,18.639999,0.000000,973.700928,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
61,1.000000,True,True,-2000.000000,-4241.729980,18.639999,0.000000,986.880981,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
62,1.000000,True,True,-2000.000000,-4233.439941,18.639999,0.000000,999.940979,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
63,1.000000,True,True,-2000.000000,-4225.040039,18.639999,0.000000,1012.890930,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
64,1.000000,True,True,-2000.000000,-4216.529785,18.639999,0.000000,1025.730957,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
65,1.000000,True,True,-2000.000000,-4207.909668,18.639999,0.000000,1038.460938,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
66,1.000000,True,True,-2000.000000,-4199.189941,18.639999,0.000000,1051.080933,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
67,1.000000,True,True,-2000.000000,-4190.359863,18.639999,0.000000,1063.590942,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
68,1.000000,True,True,-2000.000000,-4181.429688,18.639999,0.000000,1076.000977,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
69,1.000000,True,True,-2000.000000,-4172.390137,18.639999,0.000000,1088.300903,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
70,1.000000,True,True,-2000.000000,-4163.250000,18.639999,0.000000,1100.490967,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
71,1.000000,True,True,-2000.000000,-4154.009766,18.639999,0.000000,1112.580933,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
72,1.000000,True,True,-2000.000000,-4144.669922,18.639999,0.000000,1124.570923,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
73,1.000000,True,True,-2000.000000,-4135.229980,18.639999,0.000000,1136.450928,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
74,1.000000,True,True,-2000.000000,-4125.689941,18.639999,0.000000,1148.230957,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
75,1.000000,True,True,-2000.000000,-4116.049805,18.639999,0.000000,1159.911011,8.351000,-0.002090,0.002117,0.707106,0.707101,0.000000,-0.000110,0.000000
