frame,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,0.000000,0.120000,0.000000,18.639999,0.000000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
1,0.000000,0.120000,0.000000,18.639999,0.000000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
2,0.000000,0.120000,0.000000,18.639999,0.000000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
3,0.000000,0.120000,0.000000,18.639999,0.000000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000410,0.000000
4,0.500000,0.120000,0.000000,18.639999,6.711000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000610,0.000000
5,0.500000,0.180000,0.000000,18.639999,13.401000,0.000000,8.441000,0.000003,0.003008,0.000003,0.999995,0.000000,-0.000710,0.000000
6,0.500000,0.290000,0.000000,18.639999,20.060999,0.000000,8.441000,0.000003,0.003002,0.000003,0.999995,0.000000,-0.000710,0.000000
7,0.500000,0.460000,0.000000,18.639999,26.690998,0.000000,8.441000,0.000003,0.002997,0.000003,0.999995,0.000000,-0.000710,0.000000
8,0.500000,0.680000,0.000000,18.639999,33.291000,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000610,0.000000
9,0.500000,0.960000,0.000000,18.639999,39.861000,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000510,0.000000
10,0.500000,1.290000,0.000000,18.639999,46.400997,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000510,0.000000
11,0.500000,1.680000,0.000000,18.639999,52.910999,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000510,0.000000
12,0.500000,2.120000,0.000000,18.639999,59.400997,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000510,0.000000
13,0.500000,2.620000,0.000000,18.639999,65.861000,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000510,0.000000
14,0.500000,3.170000,0.000000,18.639999,72.291000,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000510,0.000000
15,0.500000,3.770000,0.000000,18.639999,78.690994,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000510,0.000000
16,0.500000,4.430000,0.000000,18.639999,85.070999,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
17,0.500000,5.140000,0.000000,18.639999,91.420998,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
18,0.500000,5.900000,0.000000,18.639999,97.740997,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
19,0.500000,6.710000,0.000000,18.639999,104.030998,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
20,0.500000,7.580000,0.000000,18.639999,110.300995,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
21,0.500000,8.500000,0.000000,18.639999,116.541000,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
22,0.500000,9.469999,0.000000,18.639999,122.750999,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
23,0.500000,10.490000,0.000000,18.639999,128.931000,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
24,0.500000,11.559999,0.000000,18.639999,135.091003,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
25,0.500000,12.690000,0.000000,18.639999,141.221008,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
26,0.500000,13.870000,0.000000,18.639999,147.331009,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
27,0.500000,15.099999,0.000000,18.639999,153.411011,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
28,0.500000,16.379999,0.000000,18.639999,159.460999,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
29,0.500000,17.709999,0.000000,18.639999,165.490997,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
30,0.500000,19.090000,0.000000,18.639999,171.490997,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
31,0.500000,20.520000,0.000000,18.639999,177.460999,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
32,0.500000,22.000000,0.000000,18.639999,183.410995,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
33,0.500000,23.529999,0.000000,18.639999,189.331009,0.000000,8.441000,0.000003,0.002991,0.000003,0.999995,0.000000,-0.000410,0.000000
