frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,-2000.000000,-4499.659668,17.049999,0.000000,0.000000,8.361000,-0.005942,0.005953,0.707089,0.707074,0.000510,0.000000,0.000000
1,True,True,0.000000,1.000000,-2000.000000,-4499.589844,17.049999,0.000000,21.521000,8.271000,-0.005942,0.005953,0.707089,0.707074,0.001610,0.000000,0.000000
2,True,True,0.000000,1.000000,-2000.000000,-4499.339844,17.049999,0.000000,42.861000,8.211000,-0.005937,0.005948,0.707089,0.707074,0.002310,0.000000,0.000000
3,True,True,0.000000,1.000000,-2000.000000,-4498.909668,17.049999,0.000000,64.011002,8.171000,-0.005932,0.005942,0.707089,0.707074,0.002710,0.000000,0.000000
4,True,True,0.000000,1.000000,-2000.000000,-4498.310059,17.049999,0.000000,84.980995,8.141000,-0.005926,0.005937,0.707089,0.707074,0.003010,0.000000,0.000000
5,True,True,0.000000,1.000000,-2000.000000,-4497.529785,17.049999,0.000000,105.770996,8.121000,-0.005915,0.005926,0.707090,0.707074,0.003110,0.000000,0.000000
6,True,True,0.000000,1.000000,-2000.000000,-4496.580078,17.049999,0.000000,126.380997,8.101000,-0.005905,0.005915,0.707090,0.707074,0.003110,0.000000,0.000000
7,True,True,0.000000,1.000000,-2000.000000,-4495.459961,17.049999,0.000000,146.820999,8.091001,-0.005894,0.005905,0.707090,0.707074,0.002910,0.000000,0.000000
8,True,True,0.000000,1.000000,-2000.000000,-4494.169922,17.049999,0.000000,167.081009,8.081000,-0.005883,0.005894,0.707090,0.707074,0.002610,0.000000,0.000000
9,True,True,0.000000,1.000000,-2000.000000,-4492.709961,17.049999,0.000000,187.171005,8.071000,-0.005878,0.005888,0.707090,0.707074,0.002210,0.000000,0.000000
10,True,True,0.000000,1.000000,-2000.000000,-4491.080078,17.049999,0.000000,207.091003,8.061000,-0.005872,0.005883,0.707090,0.707074,0.001910,0.000000,0.000000
11,True,True,0.000000,1.000000,-2000.000000,-4489.290039,17.049999,0.000000,226.841003,8.061000,-0.005867,0.005878,0.707090,0.707074,0.001610,0.000000,0.000000
12,True,True,0.000000,1.000000,-2000.000000,-4487.330078,17.049999,0.000000,246.421005,8.061000,-0.005861,0.005872,0.707090,0.707074,0.001210,0.000000,0.000000
13,True,True,0.000000,1.000000,-2000.000000,-4485.209961,17.049999,0.000000,265.830994,8.061000,-0.005856,0.005867,0.707091,0.707074,0.000910,0.000000,0.000000
