frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,False,False,0.000000,0.000000,0.320000,0.000000,17.049999,0.000000,0.000000,0.321000,0.000003,0.008408,0.000003,0.999965,0.000000,-0.000410,0.000000
1,True,True,False,False,0.000000,1.000000,0.310000,0.000000,19.520000,-1.091000,0.000000,295.971008,0.000003,0.008408,0.000003,0.999965,0.000000,0.000110,0.000000
2,True,True,False,False,0.000000,1.000000,0.310000,0.000000,22.020000,0.491000,0.000000,299.990997,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
3,True,True,False,False,0.000000,1.000000,0.310000,0.000000,24.549999,0.071000,0.000000,304.010986,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
4,True,True,False,False,0.000000,1.000000,0.310000,0.000000,27.119999,0.181000,0.000000,308.031006,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
5,True,True,False,False,0.000000,1.000000,0.310000,0.000000,29.719999,0.151000,0.000000,312.050995,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
6,True,True,False,False,0.000000,1.000000,0.310000,0.000000,32.349998,0.161000,0.000000,316.071014,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
7,True,True,False,False,0.000000,1.000000,0.310000,0.000000,35.020000,0.361000,0.000000,320.091003,0.000003,0.008408,0.000003,0.999965,0.000000,0.000000,0.000000
8,True,True,False,False,0.000000,1.000000,0.310000,0.000000,37.739998,0.561000,0.000000,326.821014,-0.001330,0.008408,0.000013,0.999964,-0.319510,0.000000,0.005310
9,True,True,False,False,0.000000,1.000000,0.320000,0.000000,40.520000,0.761000,0.031000,333.550995,-0.003941,0.008408,0.000035,0.999957,-0.626210,0.000000,0.010410
10,True,True,False,False,0.000000,1.000000,0.330000,0.000000,43.360001,0.961000,0.121000,340.281006,-0.007777,0.008408,0.000067,0.999934,-0.920710,0.000000,0.015310
11,True,True,False,False,0.000000,1.000000,0.340000,0.000000,46.250000,1.161000,0.311000,347.010986,-0.012794,0.008408,0.000111,0.999883,-1.203410,0.000000,0.020010
12,True,True,False,False,0.000000,1.000000,0.350000,0.010000,49.200001,1.361000,0.621000,353.740997,-0.018939,0.008408,0.000159,0.999785,-1.474810,0.000000,0.024510
13,True,True,False,False,0.000000,1.000000,0.360000,0.020000,52.199997,1.561000,1.081000,360.460999,-0.026168,0.008408,0.000218,0.999622,-1.735410,0.000000,0.028810
14,True,True,False,False,0.000000,1.000000,0.370000,0.030000,55.259998,1.761000,1.711000,367.170990,-0.034438,0.008408,0.000289,0.999371,-1.985610,0.000000,0.033010
15,True,True,False,False,0.000000,1.000000,0.390000,0.050000,58.379997,1.961000,2.541000,373.871002,-0.043706,0.008402,0.000364,0.999009,-2.225810,0.000000,0.037010
16,True,True,False,False,0.000000,1.000000,0.410000,0.080000,61.549999,2.161000,3.601000,380.550995,-0.053929,0.008397,0.000450,0.998509,-2.456410,0.000000,0.040810
17,True,True,False,False,0.000000,1.000000,0.430000,0.120000,64.779999,2.361000,4.901000,387.210999,-0.065070,0.008392,0.000542,0.997845,-2.677810,0.000000,0.044510
18,True,True,False,False,0.000000,1.000000,0.450000,0.170000,68.059998,2.561000,6.471000,393.841003,-0.077084,0.008386,0.000639,0.996989,-2.890310,0.000000,0.048010
19,True,True,False,False,0.000000,1.000000,0.470000,0.240000,71.400002,2.761000,8.331000,400.431000,-0.089934,0.008375,0.000747,0.995912,-3.094310,0.000000,0.051410
20,True,True,False,False,0.000000,1.000000,0.490000,0.330000,74.790001,2.961000,10.501000,406.960999,-0.103583,0.008365,0.000860,0.994585,-3.290210,0.000000,0.054710
21,False,False,False,False,0.000000,1.000000,0.510000,0.420000,78.139999,2.961000,10.501000,401.540985,-0.117987,0.008354,0.000979,0.992979,-3.478310,0.000000,0.057810
22,False,False,False,False,0.000000,1.000000,0.530000,0.510000,81.439995,2.961000,10.501000,396.121002,-0.133114,0.008338,0.001103,0.991065,-3.658810,0.000000,0.060810
23,False,False,False,False,0.000000,1.000000,0.550000,0.600000,84.699997,2.961000,10.501000,390.700989,-0.148921,0.008321,0.001233,0.988813,-3.832110,0.000000,0.063710
24,False,False,False,False,0.000000,1.000000,0.570000,0.690000,87.909996,2.961000,10.501000,385.281006,-0.165375,0.008300,0.001368,0.986195,-3.998510,0.000000,0.066510
25,False,False,False,False,0.000000,1.000000,0.590000,0.780000,91.079994,2.961000,10.501000,379.860992,-0.182439,0.008273,0.001508,0.983181,-4.158310,0.000000,0.069210
26,False,False,False,False,0.000000,1.000000,0.610000,0.870000,94.199997,2.961000,10.501000,374.441010,-0.200075,0.008246,0.001654,0.979745,-4.311710,0.000000,0.071810
27,False,False,False,False,0.000000,1.000000,0.630000,0.960000,97.279999,2.961000,10.501000,369.020996,-0.218245,0.008214,0.001805,0.975858,-4.459010,0.000000,0.074210
28,False,False,False,False,0.000000,1.000000,0.650000,1.050000,100.309998,2.961000,10.501000,363.601013,-0.236911,0.008176,0.001956,0.971495,-4.600410,0.000000,0.076610
29,False,False,False,False,0.000000,1.000000,0.670000,1.140000,103.290001,2.961000,10.501000,358.181000,-0.256035,0.008133,0.002112,0.966631,-4.736110,0.000000,0.078910
30,False,False,False,False,0.000000,1.000000,0.690000,1.230000,106.229996,2.961000,10.501000,352.760986,-0.275586,0.008089,0.002274,0.961240,-4.866410,0.000000,0.081110
31,False,False,False,False,0.000000,1.000000,0.710000,1.320000,109.119995,2.961000,10.501000,347.341003,-0.295520,0.008041,0.002441,0.955300,-4.991510,0.000000,0.083210
32,False,False,False,False,0.000000,1.000000,0.730000,1.410000,111.970001,2.961000,10.501000,341.920990,-0.315799,0.007987,0.002608,0.948789,-5.111610,0.000000,0.085210
33,False,False,False,False,0.000000,1.000000,0.750000,1.500000,114.769997,2.961000,10.501000,336.501007,-0.336391,0.007928,0.002781,0.941685,-5.226910,0.000000,0.087110
34,False,False,False,False,0.000000,1.000000,0.770000,1.590000,117.529999,2.961000,10.501000,331.080994,-0.357253,0.007863,0.002954,0.933970,-5.337610,0.000000,0.088910
35,False,False,False,False,0.000000,1.000000,0.790000,1.680000,120.239998,2.961000,10.501000,325.661011,-0.378347,0.007793,0.003126,0.925626,-5.443910,0.000000,0.090710
36,False,False,False,False,0.000000,1.000000,0.810000,1.770000,122.909996,2.961000,10.501000,320.240997,-0.399635,0.007717,0.003304,0.916636,-5.499210,0.000000,0.091610
37,False,False,False,False,0.000000,1.000000,0.830000,1.860000,125.529999,2.961000,10.501000,314.821014,-0.420912,0.007636,0.003482,0.907063,-5.499210,0.000000,0.091610
38,False,False,False,False,0.000000,1.000000,0.850000,1.950000,128.110001,2.961000,10.501000,309.401001,-0.441957,0.007550,0.003655,0.896997,-5.499210,0.000000,0.091610
39,False,False,False,False,0.000000,1.000000,0.870000,2.040000,130.639999,2.961000,10.501000,303.980988,-0.462765,0.007464,0.003828,0.886441,-5.499210,0.000000,0.091610
40,False,False,False,False,0.000000,1.000000,0.890000,2.130000,133.129990,2.961000,10.501000,298.561005,-0.483319,0.007372,0.003995,0.875404,-5.499210,0.000000,0.091610
41,False,False,False,False,0.000000,1.000000,0.910000,2.220000,135.569992,2.961000,10.501000,293.140991,-0.503609,0.007275,0.004162,0.863891,-5.499210,0.000000,0.091610
42,False,False,False,False,0.000000,1.000000,0.930000,2.310000,137.970001,2.961000,10.501000,287.721008,-0.523629,0.007172,0.004329,0.851905,-5.499210,0.000000,0.091610
43,False,False,False,False,0.000000,1.000000,0.950000,2.400000,140.319992,2.961000,10.501000,282.300995,-0.543363,0.007070,0.004491,0.839456,-5.499210,0.000000,0.091610
44,False,False,False,False,0.000000,1.000000,0.970000,2.490000,142.629990,2.961000,10.501000,276.881012,-0.562801,0.006962,0.004653,0.826550,-5.499210,0.000000,0.091610
45,False,False,False,False,0.000000,1.000000,0.990000,2.580000,144.889999,2.961000,10.501000,271.460999,-0.581931,0.006849,0.004809,0.813195,-5.499210,0.000000,0.091610
46,False,False,False,False,0.000000,1.000000,1.010000,2.670000,147.110001,2.961000,10.501000,266.041016,-0.600743,0.006735,0.004966,0.799399,-5.499210,0.000000,0.091610
47,False,False,False,False,0.000000,1.000000,1.030000,2.760000,149.279999,2.961000,10.501000,260.621002,-0.619231,0.006617,0.005117,0.785165,-5.499210,0.000000,0.091610
48,False,False,False,False,0.000000,1.000000,1.050000,2.850000,151.410004,2.961000,10.501000,255.201004,-0.637379,0.006493,0.005268,0.770505,-5.499210,0.000000,0.091610
49,False,False,False,False,0.000000,1.000000,1.070000,2.940000,153.489990,2.961000,10.501000,249.781006,-0.655182,0.006369,0.005414,0.755425,-5.499210,0.000000,0.091610
50,False,False,False,False,0.000000,1.000000,1.090000,3.030000,155.529999,2.961000,10.501000,244.361008,-0.672629,0.006239,0.005559,0.739933,-5.499210,0.000000,0.091610
51,False,False,False,False,0.000000,1.000000,1.110000,3.120000,157.519989,2.961000,10.501000,238.940994,-0.689708,0.006104,0.005700,0.724039,-5.499210,0.000000,0.091610
52,False,False,False,False,0.000000,1.000000,1.130000,3.210000,159.470001,2.961000,10.501000,233.520996,-0.706411,0.005969,0.005840,0.707753,-5.499210,0.000000,0.091610
53,False,False,False,False,0.000000,1.000000,1.150000,3.300000,161.369995,2.961000,10.501000,228.100998,0.722731,-0.005829,-0.005975,-0.691079,-5.499210,0.000000,0.091610
54,False,False,False,False,0.000000,1.000000,1.170000,3.390000,163.229996,2.961000,10.501000,222.681000,0.738656,-0.005683,-0.006104,-0.674031,-5.499210,0.000000,0.091610
55,False,False,False,False,0.000000,1.000000,1.190000,3.480000,165.039993,2.961000,10.501000,217.261002,0.754178,-0.005538,-0.006234,-0.656617,-5.499210,0.000000,0.091610
56,False,False,False,False,0.000000,1.000000,1.210000,3.570000,166.809998,2.961000,10.501000,211.841003,0.769294,-0.005387,-0.006358,-0.638841,-5.499210,0.000000,0.091610
57,False,False,False,False,0.000000,1.000000,1.230000,3.660000,168.529999,2.961000,10.501000,206.421005,0.783988,-0.005236,-0.006476,-0.620720,-5.499210,0.000000,0.091610
58,False,False,False,False,0.000000,1.000000,1.250000,3.750000,170.209991,2.961000,10.501000,201.001007,0.798258,-0.005079,-0.006595,-0.602259,-5.499210,0.000000,0.091610
59,False,False,False,False,0.000000,1.000000,1.270000,3.840000,171.839996,2.961000,10.501000,195.581009,0.812093,-0.004923,-0.006708,-0.583468,-5.499210,0.000000,0.091610
60,False,False,False,False,0.000000,1.000000,1.290000,3.930000,173.419998,2.961000,10.501000,190.160995,0.825483,-0.004761,-0.006816,-0.564365,-5.499210,0.000000,0.091610
61,False,False,False,False,0.000000,1.000000,1.310000,4.020000,174.959991,2.961000,10.501000,184.740997,0.838424,-0.004599,-0.006924,-0.544955,-5.499210,0.000000,0.091610
62,False,False,False,False,0.000000,1.000000,1.330000,4.110000,176.449997,2.961000,10.501000,179.320999,0.850909,-0.004432,-0.007027,-0.525248,-5.499210,0.000000,0.091610
63,False,False,False,False,0.000000,1.000000,1.350000,4.200000,177.899994,2.961000,10.501000,173.901001,0.862931,-0.004265,-0.007124,-0.505254,-5.499210,0.000000,0.091610
64,False,False,False,False,0.000000,1.000000,1.370000,4.290000,179.300003,2.961000,10.501000,168.481003,0.874483,-0.004092,-0.007221,-0.484986,-5.499210,0.000000,0.091610
65,False,False,False,False,0.000000,1.000000,1.390000,4.380000,180.659988,2.961000,10.501000,163.061005,0.885559,-0.003919,-0.007313,-0.464453,-5.499210,0.000000,0.091610
66,False,False,False,False,0.000000,1.000000,1.410000,4.470000,181.970001,2.961000,10.501000,157.641006,0.896153,-0.003747,-0.007399,-0.443667,-5.499210,0.000000,0.091510
67,False,False,False,False,0.000000,1.000000,1.430000,4.560000,183.239990,2.961000,10.501000,152.221008,0.906261,-0.003569,-0.007480,-0.422638,-5.499210,0.000000,0.091510
68,False,False,False,False,0.000000,1.000000,1.450000,4.650000,184.459991,2.961000,10.501000,146.801010,0.915875,-0.003391,-0.007561,-0.401377,-5.499210,0.000000,0.091510
69,False,False,False,False,0.000000,1.000000,1.470000,4.740000,185.639999,2.961000,10.501000,141.380997,0.924990,-0.003213,-0.007636,-0.379900,-5.499210,0.000000,0.091410
70,False,False,False,False,0.000000,1.000000,1.490000,4.830000,186.769989,2.961000,10.501000,135.960999,0.933601,-0.003029,-0.007707,-0.358219,-5.499210,0.000000,0.091410
71,True,True,False,False,0.000000,0.000000,1.480000,6.540000,186.050003,-0.601000,205.600998,-86.230995,0.941255,-0.002857,-0.007771,-0.337594,-5.279510,0.000000,0.087710
72,False,False,True,True,1.000000,0.000000,1.540000,8.250000,185.289993,7.661000,205.591003,-91.780998,0.948174,-0.002986,-0.007933,-0.317639,-5.069510,0.048210,0.025610
73,False,False,True,True,1.000000,0.000000,1.680000,9.960000,184.479996,16.470999,205.581009,-97.340996,0.954418,-0.003423,-0.008192,-0.298341,-4.868010,0.093810,-0.038310
74,False,False,True,True,1.000000,0.000000,1.890000,11.670000,183.619995,25.280998,205.561005,-102.910995,0.960041,-0.004167,-0.008537,-0.279697,-4.674610,0.136710,-0.104110
