frame,input.bActivateBoost,input.bHoldingBoost,input.Throttle,input.Steer,input.bHandbrake,input.Yaw,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,False,0.000000,3500.339844,0.000000,18.330000,0.000000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000300,0.000000
1,False,False,0.000000,0.000000,False,0.000000,3500.339844,0.000000,18.330000,0.000000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000300,0.000000
2,False,False,0.000000,0.000000,False,0.000000,3500.339844,0.000000,18.330000,0.000000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000300,0.000000
3,False,False,0.000000,0.000000,False,0.000000,3500.339844,0.000000,18.330000,0.000000,0.000000,8.400000,0.000003,0.008548,0.000003,0.999963,0.000000,-0.000300,0.000000
4,True,True,1.000000,0.000000,False,0.000000,3500.409912,0.000000,18.330000,21.520000,0.000000,8.309999,0.000003,0.008548,0.000003,0.999963,0.000000,-0.001400,0.000000
5,True,True,1.000000,0.000000,False,0.000000,3500.659912,0.000000,18.330000,42.860001,0.000000,8.250000,0.000003,0.008543,0.000003,0.999963,0.000000,-0.002000,0.000000
6,True,True,1.000000,0.000000,False,0.000000,3501.089844,0.000000,18.330000,64.010002,0.000000,8.210000,0.000003,0.008532,0.000003,0.999964,0.000000,-0.002400,0.000000
7,True,True,1.000000,0.000000,False,0.000000,3501.689941,0.000000,18.330000,84.979996,0.000000,8.179999,0.000003,0.008521,0.000003,0.999964,0.000000,-0.002600,0.000000
8,True,True,1.000000,0.000000,False,0.000000,3502.469971,0.000000,18.330000,105.769997,0.000000,8.160000,0.000003,0.008510,0.000003,0.999964,0.000000,-0.002700,0.000000
9,True,True,1.000000,0.000000,False,0.000000,3503.419922,0.000000,18.330000,126.379997,0.000000,8.139999,0.000003,0.008500,0.000003,0.999964,0.000000,-0.002700,0.000000
10,True,True,1.000000,0.000000,False,0.000000,3504.540039,0.000000,18.330000,146.819992,0.000000,8.130000,0.000003,0.008489,0.000003,0.999964,0.000000,-0.002600,0.000000
11,True,True,1.000000,0.000000,False,0.000000,3505.829834,0.000000,18.330000,167.080002,0.000000,8.120000,0.000003,0.008478,0.000003,0.999964,0.000000,-0.002400,0.000000
12,True,True,1.000000,0.000000,False,0.000000,3507.290039,0.000000,18.330000,187.169998,0.000000,8.110000,0.000003,0.008467,0.000003,0.999964,0.000000,-0.002100,0.000000
13,True,True,1.000000,0.000000,False,0.000000,3508.919922,0.000000,18.330000,207.089996,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,-0.001800,0.000000
14,True,True,1.000000,0.000000,False,0.000000,3510.709961,0.000000,18.330000,226.839996,0.000000,8.110000,0.000003,0.008451,0.000003,0.999964,0.000000,-0.001500,0.000000
15,True,True,1.000000,0.000000,False,0.000000,3512.669922,0.000000,18.330000,246.419998,0.000000,8.110000,0.000003,0.008446,0.000003,0.999964,0.000000,-0.001200,0.000000
16,True,True,1.000000,0.000000,False,0.000000,3514.790039,0.000000,18.330000,265.829987,0.000000,8.110000,0.000003,0.008440,0.000003,0.999964,0.000000,-0.000900,0.000000
17,True,True,1.000000,0.000000,False,0.000000,3517.069824,0.000000,18.330000,285.070007,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,-0.000600,0.000000
18,True,True,1.000000,0.000000,False,0.000000,3519.510010,0.000000,18.330000,304.149994,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,-0.000300,0.000000
19,True,True,1.000000,0.000000,False,0.000000,3522.109863,0.000000,18.330000,323.059998,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,-0.000100,0.000000
20,True,True,1.000000,0.000000,False,0.000000,3524.869873,0.000000,18.330000,341.809998,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000000,0.000000
21,True,True,1.000000,0.000000,False,0.000000,3527.790039,0.000000,18.330000,360.399994,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000000,0.000000
22,True,True,1.000000,0.000000,False,0.000000,3530.859863,0.000000,18.330000,378.829987,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000000,0.000000
23,True,True,1.000000,0.000000,False,0.000000,3534.089844,0.000000,18.330000,397.100006,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000100,0.000000
24,True,True,1.000000,0.000000,False,0.000000,3537.469971,0.000000,18.330000,415.220001,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000100,0.000000
25,True,True,1.000000,0.000000,False,0.000000,3541.000000,0.000000,18.330000,433.179993,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000200,0.000000
26,True,True,1.000000,0.000000,False,0.000000,3544.679932,0.000000,18.330000,450.989990,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000200,0.000000
27,True,True,1.000000,0.000000,False,0.000000,3548.510010,0.000000,18.330000,468.649994,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000300,0.000000
28,True,True,1.000000,0.000000,False,0.000000,3552.479980,0.000000,18.330000,486.149994,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000300,0.000000
29,True,True,1.000000,0.000000,False,0.000000,3556.599854,0.000000,18.330000,503.500000,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000300,0.000000
30,True,True,1.000000,0.000000,False,0.000000,3560.859863,0.000000,18.330000,520.709961,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000400,0.000000
31,True,True,1.000000,0.000000,False,0.000000,3565.270020,0.000000,18.330000,537.769958,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000400,0.000000
32,True,True,1.000000,0.000000,False,0.000000,3569.819824,0.000000,18.330000,554.679993,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000500,0.000000
33,True,True,1.000000,0.000000,False,0.000000,3574.510010,0.000000,18.330000,571.450012,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000500,0.000000
34,True,True,1.000000,0.000000,False,0.000000,3579.339844,0.000000,18.330000,588.070007,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000600,0.000000
35,True,True,1.000000,0.000000,False,0.000000,3584.309814,0.000000,18.330000,604.549988,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000600,0.000000
36,True,True,1.000000,0.000000,False,0.000000,3589.419922,0.000000,18.330000,620.890015,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000600,0.000000
37,True,True,1.000000,0.000000,False,0.000000,3594.659912,0.000000,18.330000,637.089966,0.000000,8.110000,0.000003,0.008435,0.000003,0.999964,0.000000,0.000700,0.000000
38,True,True,1.000000,0.000000,False,0.000000,3600.040039,0.000000,18.330000,653.149963,0.000000,8.110000,0.000003,0.008440,0.000003,0.999964,0.000000,0.000700,0.000000
39,True,True,1.000000,0.000000,False,0.000000,3605.549805,0.000000,18.330000,669.070007,0.000000,8.110000,0.000003,0.008446,0.000003,0.999964,0.000000,0.000700,0.000000
40,True,True,1.000000,0.000000,False,0.000000,3611.189941,0.000000,18.330000,684.859985,0.000000,8.110000,0.000003,0.008451,0.000003,0.999964,0.000000,0.000700,0.000000
41,True,True,1.000000,0.000000,False,0.000000,3616.969971,0.000000,18.330000,700.510010,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000600,0.000000
42,True,True,1.000000,0.000000,False,0.000000,3622.879883,0.000000,18.330000,716.029968,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
43,True,True,1.000000,0.000000,False,0.000000,3628.919922,0.000000,18.330000,731.409973,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
44,True,True,1.000000,0.000000,False,0.000000,3635.079834,0.000000,18.330000,746.659973,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
45,True,True,1.000000,0.000000,False,0.000000,3641.369873,0.000000,18.330000,761.779968,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
46,True,True,1.000000,0.000000,False,0.000000,3647.790039,0.000000,18.330000,776.769958,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
47,True,True,1.000000,0.000000,False,0.000000,3654.329834,0.000000,18.330000,791.630005,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
48,True,True,1.000000,0.000000,False,0.000000,3661.000000,0.000000,18.330000,806.369995,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
49,True,True,1.000000,0.000000,False,0.000000,3667.790039,0.000000,18.330000,820.979980,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
50,True,True,1.000000,0.000000,False,0.000000,3674.699951,0.000000,18.330000,835.459961,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
51,True,True,1.000000,0.000000,False,0.000000,3681.729980,0.000000,18.330000,849.820007,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
52,True,True,1.000000,0.000000,False,0.000000,3688.879883,0.000000,18.330000,864.059998,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000500,0.000000
53,True,True,1.000000,0.000000,False,0.000000,3696.149902,0.000000,18.330000,878.179993,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000600,0.000000
54,True,True,1.000000,0.000000,False,0.000000,3703.540039,0.000000,18.330000,892.169983,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000600,0.000000
55,True,True,1.000000,0.000000,False,0.000000,3711.040039,0.000000,18.330000,906.039978,0.000000,8.110000,0.000003,0.008456,0.000003,0.999964,0.000000,0.000700,0.000000
56,True,True,1.000000,0.000000,False,0.000000,3718.659912,0.000000,18.330000,919.799988,0.000000,8.110000,0.000003,0.008462,0.000003,0.999964,0.000000,0.000700,0.000000
57,True,True,1.000000,0.000000,False,0.000000,3726.389893,0.000000,18.330000,933.440002,0.000000,8.110000,0.000003,0.008467,0.000003,0.999964,0.000000,0.000700,0.000000
58,True,True,1.000000,0.000000,False,0.000000,3734.239990,0.000000,18.330000,946.959961,0.000000,8.110000,0.000003,0.008473,0.000003,0.999964,0.000000,0.000600,0.000000
59,True,True,1.000000,0.000000,False,0.000000,3742.199951,0.000000,18.330000,960.359985,0.000000,8.110000,0.000003,0.008473,0.000003,0.999964,0.000000,0.000500,0.000000
60,True,True,1.000000,0.000000,False,0.000000,3750.270020,0.000000,18.330000,973.649963,0.000000,8.110000,0.000003,0.008473,0.000003,0.999964,0.000000,0.000500,0.000000
61,True,True,1.000000,0.000000,False,0.000000,3758.449951,0.000000,18.330000,986.829956,0.000000,8.110000,0.000003,0.008473,0.000003,0.999964,0.000000,0.000500,0.000000
62,True,True,1.000000,0.000000,False,0.000000,3766.739990,0.000000,18.330000,999.889954,0.000000,8.110000,0.000003,0.008473,0.000003,0.999964,0.000000,0.000500,0.000000
63,True,True,1.000000,0.000000,False,0.000000,3775.139893,0.000000,18.330000,1012.839966,0.000000,8.110000,0.000003,0.008473,0.000003,0.999964,0.000000,0.000500,0.000000
64,True,True,1.000000,0.000000,False,0.000000,3783.649902,0.000000,18.330000,1025.679932,0.000000,8.110000,0.000003,0.008473,0.000003,0.999964,0.000000,0.000500,0.000000
65,True,True,1.000000,0.000000,False,0.000000,3792.270020,0.000000,18.330000,1037.099976,0.000000,17.820000,0.000003,0.008473,0.000003,0.999964,0.000000,-0.298300,0.000000
66,True,True,1.000000,0.000000,False,0.000000,3800.979980,0.000000,18.410000,1047.419922,0.000000,38.889999,0.000003,0.007232,0.000003,0.999974,0.000000,-0.945000,0.000000
67,True,True,1.000000,0.000000,False,0.000000,3809.780029,0.000000,18.670000,1058.750000,0.000000,49.439999,0.000003,0.003294,0.000003,0.999995,0.000000,-1.247200,0.000000
68,True,True,1.000000,0.000000,False,0.000000,3818.669922,0.000000,19.010000,1070.530029,0.000000,54.689999,0.000003,-0.001902,0.000003,0.999998,0.000000,-1.379800,0.000000
69,True,True,1.000000,0.000000,False,0.000000,3827.659912,0.000000,19.400000,1082.510010,0.000000,56.980000,0.000003,-0.007653,0.000003,0.999971,0.000000,-1.420400,0.000000
70,True,True,1.000000,0.000000,False,0.000000,3836.750000,0.000000,19.809999,1094.469971,0.000000,58.320000,0.000003,-0.013571,0.000003,0.999908,0.000000,-1.436400,0.000000
71,True,True,1.000000,0.000000,False,0.000000,3845.939941,0.000000,20.230000,1088.280029,0.000000,115.119995,0.000003,-0.019554,0.000003,0.999809,0.000000,-3.132200,0.000000
72,True,True,1.000000,0.000000,False,0.000000,3855.079834,0.000000,21.119999,1091.419922,0.000000,143.059998,0.000003,-0.032598,0.000003,0.999468,0.000000,-3.963200,0.000000
73,True,True,1.000000,0.000000,False,0.000000,3864.250000,0.000000,22.250000,1099.199951,0.000000,155.679993,0.000003,-0.049096,0.000003,0.998794,0.000000,-4.346300,0.000000
74,True,True,1.000000,0.000000,False,0.000000,3873.479980,0.000000,23.490000,1107.650024,0.000000,174.509995,0.000003,-0.067174,0.000003,0.997741,0.000000,-4.120700,0.000000
75,True,True,1.000000,0.000000,False,0.000000,3882.780029,0.000000,24.889999,1115.739990,0.000000,202.250000,0.000003,-0.084291,0.000003,0.996441,0.000000,-3.588500,0.000000
76,True,True,1.000000,0.000000,False,0.000000,3891.939941,0.000000,26.730000,1081.869995,0.000000,280.329987,0.000003,-0.104797,0.000003,0.994493,0.000000,-5.500000,0.000000
77,True,True,1.000000,0.000000,False,0.000000,3901.030029,0.000000,29.010000,1083.549927,0.000000,306.649994,0.000003,-0.127558,0.000003,0.991831,0.000000,-5.500000,0.000000
78,True,True,1.000000,0.000000,False,0.000000,3910.129883,0.000000,31.510000,1089.530029,0.000000,317.410004,0.000003,-0.150254,0.000003,0.988647,0.000000,-5.500000,0.000000
79,True,True,1.000000,0.000000,False,0.000000,3919.280029,0.000000,34.110001,1078.030029,0.000000,383.509979,0.000003,-0.172869,0.000003,0.984945,0.000000,-4.290400,0.000000
80,True,True,1.000000,0.000000,False,0.000000,3928.339844,0.000000,37.259998,1075.559937,0.000000,423.199982,0.000003,-0.190445,0.000003,0.981698,0.000000,-3.564100,0.000000
81,True,True,1.000000,0.000000,False,0.000000,3937.129883,0.000000,40.910000,1023.359985,0.000000,499.929993,0.000003,-0.210660,0.000003,0.977559,0.000000,-5.474200,0.000000
82,True,True,1.000000,0.000000,False,0.000000,3945.729980,0.000000,45.029999,1017.799988,0.000000,529.269958,0.000003,-0.232902,0.000003,0.972500,0.000000,-5.499900,0.000000
83,True,True,1.000000,0.000000,False,0.000000,3954.289795,0.000000,49.399998,1021.409973,0.000000,540.500000,0.000003,-0.255124,0.000003,0.966908,0.000000,-5.500000,0.000000
84,True,True,1.000000,0.000000,False,0.000000,3962.869873,0.000000,53.869999,995.829956,0.000000,604.279968,0.000003,-0.277215,0.000003,0.960808,0.000000,-4.149800,0.000000
85,True,True,1.000000,0.000000,False,0.000000,3971.239990,0.000000,58.869999,938.009949,0.000000,680.399963,0.000003,-0.293788,0.000003,0.955870,0.000000,-5.060500,0.000000
86,True,True,1.000000,0.000000,False,0.000000,3979.129883,0.000000,64.510002,913.380005,0.000000,721.579956,0.000003,-0.313879,0.000003,0.949463,0.000000,-5.441200,0.000000
87,True,True,1.000000,0.000000,False,0.000000,3986.819824,0.000000,70.489998,907.429993,0.000000,741.440002,0.000003,-0.335323,0.000003,0.942103,0.000000,-5.499900,0.000000
88,True,True,1.000000,0.000000,False,0.000000,3994.459961,0.000000,76.639999,911.729980,0.000000,748.589966,0.000003,-0.356821,0.000003,0.934173,0.000000,-5.500000,0.000000
89,True,True,1.000000,0.000000,False,0.000000,4002.129883,0.000000,82.849998,873.469971,0.000000,806.380005,0.000003,-0.378136,0.000003,0.925750,0.000000,-4.053700,0.000000
90,True,True,1.000000,0.000000,False,0.000000,4009.479980,0.000000,89.549995,799.049988,0.000000,871.109985,0.000003,-0.393716,0.000003,0.919232,0.000000,-5.036600,0.000000
91,True,True,1.000000,0.000000,False,0.000000,4016.219971,0.000000,96.790001,765.659973,0.000000,906.659973,0.000003,-0.412917,0.000003,0.910769,0.000000,-5.444900,0.000000
92,True,True,1.000000,0.000000,False,0.000000,4022.679932,0.000000,104.329994,756.669983,0.000000,923.049988,0.000003,-0.433471,0.000003,0.901168,0.000000,-5.500000,0.000000
