frame,input.bActivateBoost,input.bHoldingBoost,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
32,True,True,0.000000,31.799999,500.000000,0.000000,254.939987,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
33,True,True,0.000000,34.000000,500.000000,0.000000,263.750000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
34,True,True,0.000000,36.270000,500.000000,0.000000,272.559998,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
35,True,True,0.000000,38.610001,500.000000,0.000000,281.369995,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
36,True,True,0.000000,41.029999,500.000000,0.000000,290.179993,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
37,True,True,0.000000,43.520000,500.000000,0.000000,298.989990,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
38,True,True,0.000000,46.090000,500.000000,0.000000,307.799988,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
39,True,True,0.000000,48.730000,500.000000,0.000000,316.609985,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
40,True,True,0.000000,51.439999,500.000000,0.000000,325.419983,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
41,True,True,0.000000,54.230000,500.000000,0.000000,334.229980,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
42,True,True,0.000000,57.090000,500.000000,0.000000,343.039978,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
43,True,True,0.000000,60.020000,500.000000,0.000000,351.850006,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
44,True,True,0.000000,63.029999,500.000000,0.000000,360.660004,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
45,True,True,0.000000,66.110001,500.000000,0.000000,369.470001,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
46,True,True,0.000000,69.260002,500.000000,0.000000,378.279999,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
47,True,True,0.000000,72.489998,500.000000,0.000000,387.089996,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
48,True,True,0.000000,75.790001,500.000000,0.000000,395.899994,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
49,True,True,0.000000,79.159996,500.000000,0.000000,404.709991,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
50,True,True,0.000000,82.610001,500.000000,0.000000,413.519989,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
51,True,True,0.000000,86.129997,500.000000,0.000000,422.329987,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
52,True,True,0.000000,89.720001,500.000000,0.000000,431.139984,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
53,True,True,0.000000,93.389999,500.000000,0.000000,439.949982,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
54,True,True,0.000000,97.129997,500.000000,0.000000,448.759979,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
55,True,True,0.000000,100.939995,500.000000,0.000000,457.569977,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
56,True,True,0.000000,104.829994,500.000000,0.000000,466.379974,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
57,True,True,0.000000,108.790001,500.000000,0.000000,475.190002,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
58,True,True,0.000000,112.820000,500.000000,0.000000,484.000000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
59,True,True,0.000000,116.930000,500.000000,0.000000,492.809998,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
60,True,True,0.000000,121.110001,500.000000,0.000000,501.619995,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
61,True,True,0.000000,125.360001,500.000000,0.000000,510.429993,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
62,True,True,0.000000,129.690002,500.000000,0.000000,519.239990,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
63,True,True,0.000000,134.089996,500.000000,0.000000,528.049988,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
64,True,True,0.000000,138.559998,500.000000,0.000000,536.859985,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
65,True,True,0.000000,143.110001,500.000000,0.000000,545.669983,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
66,True,True,0.000000,147.729996,500.000000,0.000000,554.479980,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
67,True,True,0.000000,152.419998,500.000000,0.000000,563.289978,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
68,True,True,0.000000,157.190002,500.000000,0.000000,572.099976,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
69,True,True,0.000000,162.029999,500.000000,0.000000,580.909973,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
70,True,True,0.000000,166.940002,500.000000,0.000000,589.719971,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
71,True,True,0.000000,171.929993,500.000000,0.000000,598.529968,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
72,True,True,0.000000,176.989990,500.000000,0.000000,607.339966,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
73,True,True,0.000000,182.119995,500.000000,0.000000,616.149963,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
74,True,True,0.000000,187.330002,500.000000,0.000000,624.959961,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
75,True,True,0.000000,192.610001,500.000000,0.000000,633.769958,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
76,True,True,0.000000,197.959991,500.000000,0.000000,642.579956,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
77,True,True,0.000000,203.389999,500.000000,0.000000,651.390015,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
78,True,True,0.000000,208.889999,500.000000,0.000000,660.200012,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
79,True,True,0.000000,214.470001,500.000000,0.000000,669.010010,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
80,True,True,0.000000,220.119995,500.000000,0.000000,677.820007,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
81,True,True,0.000000,225.839996,500.000000,0.000000,686.630005,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
82,True,True,0.000000,231.639999,500.000000,0.000000,695.440002,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
83,True,True,0.000000,237.509995,500.000000,0.000000,704.250000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
84,True,True,0.000000,243.449997,500.000000,0.000000,713.059998,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
85,True,True,0.000000,249.470001,500.000000,0.000000,721.869995,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
86,True,True,0.000000,255.559998,500.000000,0.000000,730.679993,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
87,True,True,0.000000,261.720001,500.000000,0.000000,739.489990,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
88,True,True,0.000000,267.959991,500.000000,0.000000,748.299988,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
89,True,True,0.000000,274.269989,500.000000,0.000000,757.109985,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
90,True,True,0.000000,280.649994,500.000000,0.000000,765.919983,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
91,True,True,0.000000,287.109985,500.000000,0.000000,774.729980,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
92,True,True,0.000000,293.639984,500.000000,0.000000,783.539978,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
93,True,True,0.000000,300.239990,500.000000,0.000000,792.349976,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
94,True,True,0.000000,306.919983,500.000000,0.000000,801.159973,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
95,True,True,0.000000,313.669983,500.000000,0.000000,809.969971,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
96,True,True,0.000000,320.489990,500.000000,0.000000,818.779968,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
97,True,True,0.000000,327.389984,500.000000,0.000000,827.589966,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
98,True,True,0.000000,334.359985,500.000000,0.000000,836.399963,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
99,True,True,0.000000,341.399994,500.000000,0.000000,845.209961,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
100,True,True,0.000000,348.519989,500.000000,0.000000,854.019958,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
101,True,True,0.000000,355.709991,500.000000,0.000000,862.829956,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
102,True,True,0.000000,362.970001,500.000000,0.000000,871.639954,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
103,True,True,0.000000,370.309998,500.000000,0.000000,880.449951,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
104,True,True,0.000000,377.720001,500.000000,0.000000,889.260010,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
105,True,True,0.000000,385.199982,500.000000,0.000000,898.070007,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
106,True,True,0.000000,392.759979,500.000000,0.000000,906.880005,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
107,True,True,0.000000,400.389984,500.000000,0.000000,915.690002,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
108,True,True,0.000000,408.089996,500.000000,0.000000,924.500000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
109,True,True,0.000000,415.869995,500.000000,0.000000,933.309998,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
110,True,True,0.000000,423.720001,500.000000,0.000000,942.119995,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
111,True,True,0.000000,431.639984,500.000000,0.000000,950.929993,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
112,True,True,0.000000,439.639984,500.000000,0.000000,959.739990,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
113,True,True,0.000000,447.709991,500.000000,0.000000,968.549988,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
114,True,True,0.000000,455.849976,500.000000,0.000000,977.359985,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
115,True,True,0.000000,464.069977,500.000000,0.000000,986.169983,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
116,True,True,0.000000,472.359985,500.000000,0.000000,994.979980,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
117,True,True,0.000000,480.729980,500.000000,0.000000,1003.789978,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
118,True,True,0.000000,489.169983,500.000000,0.000000,1012.599976,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
119,True,True,0.000000,497.679993,500.000000,0.000000,1021.409973,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
120,True,True,0.000000,506.269989,500.000000,0.000000,1030.219971,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
121,True,True,0.000000,514.929993,500.000000,0.000000,1039.030029,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
122,True,True,0.000000,523.659973,500.000000,0.000000,1047.839966,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
123,True,True,0.000000,532.469971,500.000000,0.000000,1056.650024,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
124,True,True,0.000000,541.349976,500.000000,0.000000,1065.459961,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
125,True,True,0.000000,550.299988,500.000000,0.000000,1074.270020,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
126,True,True,0.000000,559.330017,500.000000,0.000000,1083.079956,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
127,True,True,0.000000,568.429993,500.000000,0.000000,1091.890015,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
128,True,True,0.000000,577.599976,500.000000,0.000000,1100.699951,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
129,True,True,0.000000,586.849976,500.000000,0.000000,1109.510010,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
130,True,True,0.000000,596.169983,500.000000,0.000000,1118.319946,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
131,True,True,0.000000,605.559998,500.000000,0.000000,1127.130005,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
132,True,True,0.000000,615.029968,500.000000,0.000000,1135.939941,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
133,True,True,0.000000,624.570007,500.000000,0.000000,1144.750000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
134,True,True,0.000000,634.179993,500.000000,0.000000,1153.559937,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
135,True,True,0.000000,643.869995,500.000000,0.000000,1162.369995,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
136,True,True,0.000000,653.630005,500.000000,0.000000,1171.179932,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
137,True,True,0.000000,663.459961,500.000000,0.000000,1179.989990,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
138,True,True,0.000000,673.369995,500.000000,0.000000,1188.799927,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
139,True,True,0.000000,683.349976,500.000000,0.000000,1197.609985,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
140,True,True,0.000000,693.399963,500.000000,0.000000,1206.419922,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
141,True,True,0.000000,703.529968,500.000000,0.000000,1215.229980,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
142,True,True,0.000000,713.729980,500.000000,0.000000,1224.039917,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
143,True,True,0.000000,724.000000,500.000000,0.000000,1232.849976,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
144,True,True,0.000000,734.349976,500.000000,0.000000,1241.659912,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
145,True,True,0.000000,744.769958,500.000000,0.000000,1250.469971,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
146,True,True,0.000000,755.260010,500.000000,0.000000,1259.280029,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
147,True,True,0.000000,765.829956,500.000000,0.000000,1268.089966,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
148,True,True,0.000000,776.469971,500.000000,0.000000,1276.900024,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
149,True,True,0.000000,787.179993,500.000000,0.000000,1285.709961,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
150,True,True,0.000000,797.969971,500.000000,0.000000,1294.520020,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
151,True,True,0.000000,808.829956,500.000000,0.000000,1303.329956,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
152,True,True,0.000000,819.760010,500.000000,0.000000,1312.140015,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
153,True,True,0.000000,830.769958,500.000000,0.000000,1320.949951,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
154,True,True,0.000000,841.849976,500.000000,0.000000,1329.760010,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
155,True,True,0.000000,853.000000,500.000000,0.000000,1338.569946,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
156,True,True,0.000000,864.229980,500.000000,0.000000,1347.380005,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
157,True,True,0.000000,875.529968,500.000000,0.000000,1356.189941,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
158,True,True,0.000000,886.909973,500.000000,0.000000,1365.000000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
159,True,True,0.000000,898.359985,500.000000,0.000000,1373.809937,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
160,True,True,0.000000,909.880005,500.000000,0.000000,1382.619995,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
161,True,True,0.000000,921.479980,500.000000,0.000000,1391.429932,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
162,True,True,0.000000,933.149963,500.000000,0.000000,1400.239990,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
163,True,True,0.000000,944.889954,500.000000,0.000000,1409.049927,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
164,True,True,0.000000,956.709961,500.000000,0.000000,1417.859985,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
165,True,True,0.000000,968.599976,500.000000,0.000000,1426.669922,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
166,True,True,0.000000,980.559998,500.000000,0.000000,1435.479980,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
167,True,True,0.000000,992.599976,500.000000,0.000000,1444.289917,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
168,True,True,0.000000,1004.709961,500.000000,0.000000,1453.099976,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
169,True,True,0.000000,1016.889954,500.000000,0.000000,1461.909912,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
170,True,True,0.000000,1029.150024,500.000000,0.000000,1470.719971,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
171,True,True,0.000000,1041.479980,500.000000,0.000000,1479.529907,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
172,True,True,0.000000,1053.880005,500.000000,0.000000,1488.339966,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
173,True,True,0.000000,1066.359985,500.000000,0.000000,1497.150024,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
174,True,True,0.000000,1078.910034,500.000000,0.000000,1505.959961,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
175,True,True,0.000000,1091.530029,500.000000,0.000000,1514.770020,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
176,True,True,0.000000,1104.229980,500.000000,0.000000,1523.579956,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
177,True,True,0.000000,1117.000000,500.000000,0.000000,1532.390015,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
178,True,True,0.000000,1129.839966,500.000000,0.000000,1541.199951,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
179,True,True,0.000000,1142.760010,500.000000,0.000000,1550.010010,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
180,True,True,0.000000,1155.750000,500.000000,0.000000,1558.819946,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
181,True,True,0.000000,1168.809937,500.000000,0.000000,1567.630005,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
182,True,True,0.000000,1181.949951,500.000000,0.000000,1576.439941,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
183,True,True,0.000000,1195.160034,500.000000,0.000000,1585.250000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
184,True,True,0.000000,1208.439941,500.000000,0.000000,1594.059937,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
185,True,True,0.000000,1221.799927,500.000000,0.000000,1602.869995,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
186,True,True,0.000000,1235.229980,500.000000,0.000000,1611.679932,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
187,True,True,0.000000,1248.729980,500.000000,0.000000,1620.489990,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
188,True,True,0.000000,1262.309937,500.000000,0.000000,1629.299927,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
189,True,True,0.000000,1275.959961,500.000000,0.000000,1638.109985,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
190,True,True,0.000000,1289.679932,500.000000,0.000000,1646.919922,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
