frame,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,0.180000,0.000000,17.000000,0.000000,0.000000,0.341000,0.000003,0.004815,0.000003,0.999988,0.000000,-0.000410,0.000000
1,True,True,-1.000000,1.000000,0.350000,-0.030000,17.000000,20.671000,-3.381000,0.261000,0.000003,0.004809,-0.000391,0.999988,-0.000910,-0.000910,-0.094510
2,True,True,-1.000000,1.000000,0.690000,-0.090000,17.000000,41.050999,-6.931000,0.201000,0.000003,0.004804,-0.001195,0.999988,-0.001510,-0.001110,-0.192810
3,True,True,-1.000000,1.000000,1.200000,-0.180000,17.000000,61.200996,-10.571000,0.171000,0.000003,0.004799,-0.002414,0.999986,-0.001910,-0.001110,-0.292610
4,True,True,-1.000000,1.000000,1.880000,-0.300000,17.000000,81.120995,-14.321000,0.151000,0.000003,0.004793,-0.004054,0.999980,-0.002110,-0.001110,-0.393410
5,True,True,-1.000000,1.000000,2.720000,-0.450000,17.000000,100.830994,-18.171000,0.131000,0.000003,0.004788,-0.006115,0.999970,-0.002110,-0.001010,-0.494310
6,True,True,-1.000000,1.000000,3.720000,-0.630000,17.000000,120.350998,-22.120998,0.121000,0.000008,0.004782,-0.008591,0.999952,-0.002110,-0.000910,-0.594610
7,True,True,-1.000000,1.000000,4.880000,-0.850000,17.000000,139.681000,-26.190998,0.111000,0.000013,0.004777,-0.011483,0.999923,-0.002010,-0.000810,-0.693610
8,True,True,-1.000000,1.000000,6.200000,-1.100000,17.000000,158.831009,-30.390999,0.111000,0.000019,0.004772,-0.014779,0.999879,-0.001810,-0.000710,-0.790810
9,True,True,-1.000000,1.000000,7.680000,-1.390000,17.000000,177.801010,-34.740997,0.111000,0.000030,0.004766,-0.018469,0.999818,-0.001610,-0.000610,-0.885810
10,True,True,-1.000000,1.000000,9.320000,-1.720000,17.000000,196.581009,-39.271000,0.111000,0.000046,0.004766,-0.022542,0.999735,-0.001410,-0.000410,-0.978110
11,True,True,-1.000000,1.000000,11.110000,-2.090000,17.000000,215.181000,-44.000999,0.111000,0.000062,0.004766,-0.026988,0.999624,-0.001210,-0.000310,-1.067510
12,True,True,-1.000000,1.000000,13.059999,-2.500000,17.000000,233.591003,-48.960999,0.111000,0.000078,0.004766,-0.031794,0.999483,-0.001010,-0.000310,-1.153710
13,True,True,-1.000000,1.000000,15.160000,-2.950000,17.000000,251.800995,-54.181000,0.111000,0.000100,0.004766,-0.036946,0.999306,-0.000810,-0.000310,-1.236610
14,True,True,-1.000000,1.000000,17.410000,-3.450000,17.000000,269.800995,-59.681000,0.111000,0.000121,0.004766,-0.042428,0.999088,-0.000610,-0.000310,-1.316210
15,True,True,-1.000000,1.000000,19.809999,-4.000000,17.000000,287.580994,-65.490997,0.111000,0.000148,0.004766,-0.048222,0.998825,-0.000410,-0.000310,-1.392310
16,True,True,-1.000000,1.000000,22.350000,-4.600000,17.000000,305.131012,-71.630997,0.111000,0.000175,0.004766,-0.054318,0.998512,-0.000210,-0.000310,-1.464810
17,True,True,-1.000000,1.000000,25.039999,-5.250000,17.000000,322.441010,-78.120995,0.111000,0.000208,0.004761,-0.060700,0.998145,-0.000110,-0.000310,-1.533610
18,True,True,-1.000000,1.000000,27.869999,-5.960000,17.000000,339.501007,-84.990997,0.111000,0.000240,0.004756,-0.067346,0.997718,0.000000,-0.000310,-1.598710
19,True,True,-1.000000,1.000000,30.840000,-6.730000,17.000000,356.290985,-92.260994,0.111000,0.000272,0.004750,-0.074246,0.997229,0.000000,-0.000210,-1.660210
20,True,True,-1.000000,1.000000,33.950001,-7.560000,17.000000,372.800995,-99.950996,0.111000,0.000305,0.004745,-0.081383,0.996671,0.000110,-0.000210,-1.718110
21,True,True,-1.000000,1.000000,37.189999,-8.460000,17.000000,389.020996,-108.070999,0.111000,0.000343,0.004739,-0.088742,0.996043,0.000210,-0.000110,-1.772310
22,True,True,-1.000000,1.000000,40.559998,-9.429999,17.000000,404.931000,-116.640999,0.111000,0.000380,0.004734,-0.096306,0.995340,0.000310,0.000000,-1.822910
23,True,True,-1.000000,1.000000,44.059998,-10.480000,17.000000,420.510986,-125.660995,0.111000,0.000418,0.004729,-0.104058,0.994560,0.000410,0.000000,-1.870010
24,True,True,-1.000000,1.000000,47.689999,-11.610000,17.000000,435.751007,-135.151001,0.111000,0.000456,0.004723,-0.111983,0.993699,0.000410,0.000000,-1.913610
25,True,True,-1.000000,1.000000,51.449997,-12.820000,17.000000,450.631012,-145.111008,0.111000,0.000499,0.004718,-0.120070,0.992754,0.000510,0.000000,-1.953810
26,True,True,-1.000000,1.000000,55.329998,-14.120000,17.000000,465.140991,-155.541000,0.111000,0.000542,0.004712,-0.128302,0.991724,0.000510,0.000000,-1.990710
27,True,True,-1.000000,1.000000,59.320000,-15.509999,17.000000,479.260986,-166.451004,0.111000,0.000585,0.004707,-0.136664,0.990606,0.000510,0.000000,-2.024310
28,True,True,-1.000000,1.000000,63.430000,-16.990000,17.000000,492.950989,-177.871002,0.111000,0.000628,0.004702,-0.145145,0.989399,0.000510,0.000000,-2.055710
