frame,input.bActivateBoost,input.bHoldingBoost,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
32,True,True,0.000000,31.840000,500.000000,0.000000,255.221008,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
33,True,True,0.000000,34.040001,500.000000,0.000000,264.041016,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
34,True,True,0.000000,36.309998,500.000000,0.000000,272.860992,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
35,True,True,0.000000,38.660000,500.000000,0.000000,281.681000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
36,True,True,0.000000,41.079998,500.000000,0.000000,290.501007,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
37,True,True,0.000000,43.570000,500.000000,0.000000,299.321014,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
38,True,True,0.000000,46.139999,500.000000,0.000000,308.140991,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
39,True,True,0.000000,48.779999,500.000000,0.000000,316.960999,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
40,True,True,0.000000,51.489998,500.000000,0.000000,325.781006,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
41,True,True,0.000000,54.279999,500.000000,0.000000,334.601013,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
42,True,True,0.000000,57.139999,500.000000,0.000000,343.420990,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
43,True,True,0.000000,60.079998,500.000000,0.000000,352.240997,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
44,True,True,0.000000,63.090000,500.000000,0.000000,361.061005,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
45,True,True,0.000000,66.169998,500.000000,0.000000,369.881012,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
46,True,True,0.000000,69.330002,500.000000,0.000000,378.700989,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
47,True,True,0.000000,72.559998,500.000000,0.000000,387.520996,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
48,True,True,0.000000,75.860001,500.000000,0.000000,396.341003,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
49,True,True,0.000000,79.239998,500.000000,0.000000,405.161011,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
50,True,True,0.000000,82.689995,500.000000,0.000000,413.980988,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
51,True,True,0.000000,86.209999,500.000000,0.000000,422.800995,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
52,True,True,0.000000,89.809998,500.000000,0.000000,431.621002,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
53,True,True,0.000000,93.479996,500.000000,0.000000,440.441010,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
54,True,True,0.000000,97.220001,500.000000,0.000000,449.260986,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
55,True,True,0.000000,101.040001,500.000000,0.000000,458.080994,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
56,True,True,0.000000,104.930000,500.000000,0.000000,466.901001,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
57,True,True,0.000000,108.889999,500.000000,0.000000,475.721008,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
58,True,True,0.000000,112.930000,500.000000,0.000000,484.540985,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
59,True,True,0.000000,117.040001,500.000000,0.000000,493.360992,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
60,True,True,0.000000,121.219994,500.000000,0.000000,502.181000,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
61,True,True,0.000000,125.479996,500.000000,0.000000,511.001007,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
62,True,True,0.000000,129.809998,500.000000,0.000000,519.820984,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
63,True,True,0.000000,134.220001,500.000000,0.000000,528.640991,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
64,True,True,0.000000,138.699997,500.000000,0.000000,537.460938,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
65,True,True,0.000000,143.250000,500.000000,0.000000,546.280945,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
66,True,True,0.000000,147.879990,500.000000,0.000000,555.100952,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
67,True,True,0.000000,152.580002,500.000000,0.000000,563.920959,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
68,True,True,0.000000,157.349991,500.000000,0.000000,572.740967,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
69,True,True,0.000000,162.199997,500.000000,0.000000,581.560974,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
70,True,True,0.000000,167.119995,500.000000,0.000000,590.380981,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
71,True,True,0.000000,172.110001,500.000000,0.000000,599.200989,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
72,True,True,0.000000,177.179993,500.000000,0.000000,608.020935,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
73,True,True,0.000000,182.319992,500.000000,0.000000,616.840942,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
74,True,True,0.000000,187.529999,500.000000,0.000000,625.660950,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
75,True,True,0.000000,192.819992,500.000000,0.000000,634.480957,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
76,True,True,0.000000,198.179993,500.000000,0.000000,643.300964,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
77,True,True,0.000000,203.610001,500.000000,0.000000,652.120972,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
78,True,True,0.000000,209.119995,500.000000,0.000000,660.940979,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
79,True,True,0.000000,214.699997,500.000000,0.000000,669.760986,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
80,True,True,0.000000,220.349991,500.000000,0.000000,678.580933,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
81,True,True,0.000000,226.080002,500.000000,0.000000,687.400940,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
82,True,True,0.000000,231.879990,500.000000,0.000000,696.220947,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
83,True,True,0.000000,237.759995,500.000000,0.000000,705.040955,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
84,True,True,0.000000,243.709991,500.000000,0.000000,713.860962,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
85,True,True,0.000000,249.729996,500.000000,0.000000,722.680969,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
86,True,True,0.000000,255.830002,500.000000,0.000000,731.500977,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
87,True,True,0.000000,262.000000,500.000000,0.000000,740.320984,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
88,True,True,0.000000,268.239990,500.000000,0.000000,749.140930,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
89,True,True,0.000000,274.559998,500.000000,0.000000,757.960938,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
90,True,True,0.000000,280.949982,500.000000,0.000000,766.780945,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
91,True,True,0.000000,287.410004,500.000000,0.000000,775.600952,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
92,True,True,0.000000,293.949982,500.000000,0.000000,784.420959,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
93,True,True,0.000000,300.559998,500.000000,0.000000,793.240967,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
94,True,True,0.000000,307.239990,500.000000,0.000000,802.060974,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
95,True,True,0.000000,314.000000,500.000000,0.000000,810.880981,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
96,True,True,0.000000,320.829987,500.000000,0.000000,819.700928,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
97,True,True,0.000000,327.729980,500.000000,0.000000,828.520935,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
98,True,True,0.000000,334.709991,500.000000,0.000000,837.340942,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
99,True,True,0.000000,341.759979,500.000000,0.000000,846.160950,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
100,True,True,0.000000,348.880005,500.000000,0.000000,854.980957,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
101,True,True,0.000000,356.079987,500.000000,0.000000,863.800964,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
102,True,True,0.000000,363.350006,500.000000,0.000000,872.620972,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
103,True,True,0.000000,370.699982,500.000000,0.000000,881.440979,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
104,True,True,0.000000,378.119995,500.000000,0.000000,890.260986,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
105,True,True,0.000000,385.609985,500.000000,0.000000,899.080933,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
106,True,True,0.000000,393.179993,500.000000,0.000000,907.900940,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
107,True,True,0.000000,400.819977,500.000000,0.000000,916.720947,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
108,True,True,0.000000,408.529999,500.000000,0.000000,925.540955,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
109,True,True,0.000000,416.319977,500.000000,0.000000,934.360962,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
110,True,True,0.000000,424.179993,500.000000,0.000000,943.180969,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
111,True,True,0.000000,432.109985,500.000000,0.000000,952.000977,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
112,True,True,0.000000,440.119995,500.000000,0.000000,960.820984,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
113,True,True,0.000000,448.199982,500.000000,0.000000,969.640930,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
114,True,True,0.000000,456.349976,500.000000,0.000000,978.460938,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
115,True,True,0.000000,464.579987,500.000000,0.000000,987.280945,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
116,True,True,0.000000,472.879974,500.000000,0.000000,996.100952,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
117,True,True,0.000000,481.250000,500.000000,0.000000,1004.920959,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
118,True,True,0.000000,489.699982,500.000000,0.000000,1013.740967,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
119,True,True,0.000000,498.220001,500.000000,0.000000,1022.560974,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
120,True,True,0.000000,506.809998,500.000000,0.000000,1031.380981,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
121,True,True,0.000000,515.479980,500.000000,0.000000,1040.200928,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
122,True,True,0.000000,524.219971,500.000000,0.000000,1049.020996,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
123,True,True,0.000000,533.039978,500.000000,0.000000,1057.840942,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
124,True,True,0.000000,541.929993,500.000000,0.000000,1066.661011,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
125,True,True,0.000000,550.890015,500.000000,0.000000,1075.480957,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
126,True,True,0.000000,559.929993,500.000000,0.000000,1084.300903,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
127,True,True,0.000000,569.039978,500.000000,0.000000,1093.120972,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
128,True,True,0.000000,578.219971,500.000000,0.000000,1101.940918,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
129,True,True,0.000000,587.479980,500.000000,0.000000,1110.760986,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
130,True,True,0.000000,596.809998,500.000000,0.000000,1119.580933,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
131,True,True,0.000000,606.209961,500.000000,0.000000,1128.401001,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
132,True,True,0.000000,615.690002,500.000000,0.000000,1137.220947,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
133,True,True,0.000000,625.239990,500.000000,0.000000,1146.040894,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
134,True,True,0.000000,634.859985,500.000000,0.000000,1154.860962,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
135,True,True,0.000000,644.559998,500.000000,0.000000,1163.680908,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
136,True,True,0.000000,654.329956,500.000000,0.000000,1172.500977,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
137,True,True,0.000000,664.169983,500.000000,0.000000,1181.320923,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
138,True,True,0.000000,674.089966,500.000000,0.000000,1190.140991,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
139,True,True,0.000000,684.079956,500.000000,0.000000,1198.960938,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
140,True,True,0.000000,694.140015,500.000000,0.000000,1207.781006,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
141,True,True,0.000000,704.279968,500.000000,0.000000,1216.600952,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
142,True,True,0.000000,714.489990,500.000000,0.000000,1225.420898,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
143,True,True,0.000000,724.779968,500.000000,0.000000,1234.240967,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
144,True,True,0.000000,735.139954,500.000000,0.000000,1243.060913,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
145,True,True,0.000000,745.570007,500.000000,0.000000,1251.880981,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
146,True,True,0.000000,756.079956,500.000000,0.000000,1260.700928,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
147,True,True,0.000000,766.659973,500.000000,0.000000,1269.520996,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
148,True,True,0.000000,777.309998,500.000000,0.000000,1278.340942,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
149,True,True,0.000000,788.039978,500.000000,0.000000,1287.160889,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
150,True,True,0.000000,798.839966,500.000000,0.000000,1295.980957,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
151,True,True,0.000000,809.709961,500.000000,0.000000,1304.800903,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
152,True,True,0.000000,820.659973,500.000000,0.000000,1313.620972,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
153,True,True,0.000000,831.679993,500.000000,0.000000,1322.440918,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
154,True,True,0.000000,842.769958,500.000000,0.000000,1331.260986,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
155,True,True,0.000000,853.940002,500.000000,0.000000,1340.080933,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
156,True,True,0.000000,865.179993,500.000000,0.000000,1348.901001,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
157,True,True,0.000000,876.489990,500.000000,0.000000,1357.720947,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
158,True,True,0.000000,887.880005,500.000000,0.000000,1366.540894,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
159,True,True,0.000000,899.339966,500.000000,0.000000,1375.360962,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
160,True,True,0.000000,910.869995,500.000000,0.000000,1384.180908,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
161,True,True,0.000000,922.479980,500.000000,0.000000,1393.000977,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
162,True,True,0.000000,934.159973,500.000000,0.000000,1401.820923,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
163,True,True,0.000000,945.919983,500.000000,0.000000,1410.640991,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
164,True,True,0.000000,957.750000,500.000000,0.000000,1419.460938,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
165,True,True,0.000000,969.649963,500.000000,0.000000,1428.280884,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
166,True,True,0.000000,981.630005,500.000000,0.000000,1437.100952,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
167,True,True,0.000000,993.679993,500.000000,0.000000,1445.920898,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
168,True,True,0.000000,1005.799988,500.000000,0.000000,1454.740967,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
169,True,True,0.000000,1018.000000,500.000000,0.000000,1463.560913,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
170,True,True,0.000000,1030.270020,500.000000,0.000000,1472.380981,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
171,True,True,0.000000,1042.609985,500.000000,0.000000,1481.200928,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
172,True,True,0.000000,1055.030029,500.000000,0.000000,1490.020996,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
173,True,True,0.000000,1067.520020,500.000000,0.000000,1498.840942,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
174,True,True,0.000000,1080.079956,500.000000,0.000000,1507.660889,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
175,True,True,0.000000,1092.719971,500.000000,0.000000,1516.480957,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
176,True,True,0.000000,1105.429932,500.000000,0.000000,1525.300903,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
177,True,True,0.000000,1118.209961,500.000000,0.000000,1534.120972,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
178,True,True,0.000000,1131.069946,500.000000,0.000000,1542.940918,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
179,True,True,0.000000,1144.000000,500.000000,0.000000,1551.760986,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
180,True,True,0.000000,1157.000000,500.000000,0.000000,1560.580933,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
181,True,True,0.000000,1170.079956,500.000000,0.000000,1569.401001,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
182,True,True,0.000000,1183.229980,500.000000,0.000000,1578.220947,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
183,True,True,0.000000,1196.459961,500.000000,0.000000,1587.040894,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
184,True,True,0.000000,1209.760010,500.000000,0.000000,1595.860962,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
185,True,True,0.000000,1223.130005,500.000000,0.000000,1604.680908,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
186,True,True,0.000000,1236.579956,500.000000,0.000000,1613.500977,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
187,True,True,0.000000,1250.099976,500.000000,0.000000,1622.320923,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
188,True,True,0.000000,1263.689941,500.000000,0.000000,1631.140991,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
189,True,True,0.000000,1277.359985,500.000000,0.000000,1639.960938,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
190,True,True,0.000000,1291.099976,500.000000,0.000000,1648.780884,0.000000,0.000003,0.000003,0.707107,0.707107,0.000000,0.000000,0.000000
