frame,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
0,0.000000,0.000000,93.150002,0.000000,0.000000,0.000000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
1,0.000000,0.000000,1899.949951,0.000000,0.000000,-5.411000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
2,0.000000,0.000000,1899.859985,0.000000,0.000000,-10.821000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
3,0.000000,0.000000,1899.719971,0.000000,0.000000,-16.230999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
4,0.000000,0.000000,1899.539917,0.000000,0.000000,-21.640999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
5,0.000000,0.000000,1899.309937,0.000000,0.000000,-27.050999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
6,0.000000,0.000000,1899.039917,0.000000,0.000000,-32.460999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
7,0.000000,0.000000,1898.719971,0.000000,0.000000,-37.861000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
8,0.000000,0.000000,1898.359985,0.000000,0.000000,-43.260998,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
9,0.000000,0.000000,1897.949951,0.000000,0.000000,-48.660999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
10,0.000000,0.000000,1897.500000,0.000000,0.000000,-54.060997,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
11,0.000000,0.000000,1897.000000,0.000000,0.000000,-59.460999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
12,0.000000,0.000000,1896.459961,0.000000,0.000000,-64.861000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
13,0.000000,0.000000,1895.869995,0.000000,0.000000,-70.261002,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
14,0.000000,0.000000,1895.239990,0.000000,0.000000,-75.651001,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
15,0.000000,0.000000,1894.559937,0.000000,0.000000,-81.041000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
16,0.000000,0.000000,1893.839966,0.000000,0.000000,-86.431000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
17,0.000000,0.000000,1893.069946,0.000000,0.000000,-91.820999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
18,0.000000,0.000000,1892.260010,0.000000,0.000000,-97.210999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
19,0.000000,0.000000,1891.399902,0.000000,0.000000,-102.600998,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
20,0.000000,0.000000,1890.500000,0.000000,0.000000,-107.990997,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
21,0.000000,0.000000,1889.559937,0.000000,0.000000,-113.380997,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
22,0.000000,0.000000,1888.569946,0.000000,0.000000,-118.760994,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
23,0.000000,0.000000,1887.539917,0.000000,0.000000,-124.140999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
24,0.000000,0.000000,1886.459961,0.000000,0.000000,-129.521011,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
25,0.000000,0.000000,1885.339966,0.000000,0.000000,-134.901001,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
26,0.000000,0.000000,1884.169922,0.000000,0.000000,-140.281006,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
27,0.000000,0.000000,1882.959961,0.000000,0.000000,-145.661011,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
28,0.000000,0.000000,1881.699951,0.000000,0.000000,-151.041000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
29,0.000000,0.000000,1880.399902,0.000000,0.000000,-156.411011,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
30,0.000000,0.000000,1879.049927,0.000000,0.000000,-161.781006,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
31,0.000000,0.000000,1877.659912,0.000000,0.000000,-167.151001,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
32,0.000000,0.000000,1876.219971,0.000000,0.000000,-172.520996,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
33,0.000000,0.000000,1874.739990,0.000000,0.000000,-177.891006,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
34,0.000000,0.000000,1873.209961,0.000000,0.000000,-183.261002,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
35,0.000000,0.000000,1871.640015,0.000000,0.000000,-188.630997,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
36,0.000000,0.000000,1870.019897,0.000000,0.000000,-193.990997,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
37,0.000000,0.000000,1868.359985,0.000000,0.000000,-199.350998,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
38,0.000000,0.000000,1866.649902,0.000000,0.000000,-204.710999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
39,0.000000,0.000000,1864.899902,0.000000,0.000000,-210.070999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
40,0.000000,0.000000,1863.099976,0.000000,0.000000,-215.431000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
41,0.000000,0.000000,1861.260010,0.000000,0.000000,-220.791000,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
42,0.000000,0.000000,1859.380005,0.000000,0.000000,-226.151001,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
43,0.000000,0.000000,1857.449951,0.000000,0.000000,-231.511002,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
44,0.000000,0.000000,1855.479980,0.000000,0.000000,-236.861008,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
45,0.000000,0.000000,1853.459961,0.000000,0.000000,-242.210999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
46,0.000000,0.000000,1851.399902,0.000000,0.000000,-247.561005,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
47,0.000000,0.000000,1849.289917,0.000000,0.000000,-252.910995,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
48,0.000000,0.000000,1847.140015,0.000000,0.000000,-258.260986,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
49,0.000000,0.000000,1844.939941,0.000000,0.000000,-263.610992,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
50,0.000000,0.000000,1842.699951,0.000000,0.000000,-268.960999,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
51,0.000000,0.000000,1840.409912,0.000000,0.000000,-274.300995,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
52,0.000000,0.000000,1838.079956,0.000000,0.000000,-279.640991,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
53,0.000000,0.000000,1835.709961,0.000000,0.000000,-284.980988,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
54,0.000000,0.000000,1833.289917,0.000000,0.000000,-290.321014,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
55,0.000000,0.000000,1830.829956,0.000000,0.000000,-295.661011,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
56,0.000000,0.000000,1828.319946,0.000000,0.000000,-301.001007,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
57,0.000000,0.000000,1825.770020,0.000000,0.000000,-306.341003,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
58,0.000000,0.000000,1823.169922,0.000000,0.000000,-311.670990,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
59,0.000000,0.000000,1820.529907,0.000000,0.000000,-317.001007,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
60,0.000000,0.000000,1817.839966,0.000000,0.000000,-322.330994,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
61,0.000000,0.000000,1815.109985,0.000000,0.000000,-327.661011,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
62,0.000000,0.000000,1812.339966,0.000000,0.000000,-332.990997,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
63,0.000000,0.000000,1809.520020,0.000000,0.000000,-338.321014,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
64,0.000000,0.000000,1806.659912,0.000000,0.000000,-343.651001,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
65,0.000000,0.000000,1803.750000,0.000000,0.000000,-348.980988,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
66,0.000000,0.000000,1800.799927,0.000000,0.000000,-354.300995,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
67,0.000000,0.000000,1797.799927,0.000000,0.000000,-359.621002,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
68,0.000000,0.000000,1794.760010,0.000000,0.000000,-364.941010,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
69,0.000000,0.000000,1791.669922,0.000000,0.000000,-370.260986,0.000003,0.000003,0.000003,1.000000,0.000000,0.000000,0.000000
