frame,input.bActivateBoost,input.bHoldingBoost,input.Throttle,input.Steer,input.bHandbrake,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
0,False,False,0.000000,0.000000,False,3500.119873,0.000000,18.629999,0.000000,0.000000,8.429999,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000300,0.000000
1,False,False,0.000000,0.000000,False,3500.119873,0.000000,18.629999,0.000000,0.000000,8.429999,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000300,0.000000
2,False,False,0.000000,0.000000,False,3500.119873,0.000000,18.629999,0.000000,0.000000,8.429999,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000300,0.000000
3,False,False,0.000000,0.000000,False,3500.119873,0.000000,18.629999,0.000000,0.000000,8.429999,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000300,0.000000
4,False,False,1.000000,0.000000,False,3500.119873,0.000000,18.629999,13.330000,0.000000,8.429999,0.000003,0.003202,0.000003,0.999995,0.000000,-0.000700,0.000000
5,False,False,1.000000,0.000000,False,3500.229980,0.000000,18.629999,26.539999,0.000000,8.429999,0.000003,0.003196,0.000003,0.999995,0.000000,-0.000900,0.000000
6,False,False,1.000000,0.000000,False,3500.449951,0.000000,18.629999,39.639999,0.000000,8.429999,0.000003,0.003191,0.000003,0.999995,0.000000,-0.001000,0.000000
7,False,False,1.000000,0.000000,False,3500.780029,0.000000,18.629999,52.629997,0.000000,8.429999,0.000003,0.003186,0.000003,0.999995,0.000000,-0.001000,0.000000
8,False,False,1.000000,0.000000,False,3501.219971,0.000000,18.629999,65.510002,0.000000,8.429999,0.000003,0.003180,0.000003,0.999995,0.000000,-0.000900,0.000000
9,False,False,1.000000,0.000000,False,3501.770020,0.000000,18.629999,78.279999,0.000000,8.429999,0.000003,0.003175,0.000003,0.999995,0.000000,-0.000800,0.000000
10,False,False,1.000000,0.000000,False,3502.419922,0.000000,18.629999,90.939995,0.000000,8.429999,0.000003,0.003169,0.000003,0.999995,0.000000,-0.000700,0.000000
11,False,False,1.000000,0.000000,False,3503.179932,0.000000,18.629999,103.489998,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000600,0.000000
12,False,False,1.000000,0.000000,False,3504.040039,0.000000,18.629999,115.930000,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000500,0.000000
13,False,False,1.000000,0.000000,False,3505.010010,0.000000,18.629999,128.259995,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000400,0.000000
14,False,False,1.000000,0.000000,False,3506.079834,0.000000,18.629999,140.489990,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000400,0.000000
15,False,False,1.000000,0.000000,False,3507.250000,0.000000,18.629999,152.610001,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000400,0.000000
16,False,False,1.000000,0.000000,False,3508.520020,0.000000,18.629999,164.629990,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000400,0.000000
17,False,False,1.000000,0.000000,False,3509.889893,0.000000,18.629999,176.550003,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000400,0.000000
18,False,False,1.000000,0.000000,False,3511.359863,0.000000,18.629999,188.369995,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000400,0.000000
19,False,False,1.000000,0.000000,False,3512.929932,0.000000,18.629999,200.080002,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000400,0.000000
20,False,False,1.000000,0.000000,False,3514.599854,0.000000,18.629999,211.690002,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
21,False,False,1.000000,0.000000,False,3516.359863,0.000000,18.629999,223.199997,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
22,False,False,1.000000,0.000000,False,3518.219971,0.000000,18.629999,234.619995,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
23,False,False,1.000000,0.000000,False,3520.169922,0.000000,18.629999,245.939987,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
24,False,False,1.000000,0.000000,False,3522.219971,0.000000,18.629999,257.160004,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
25,False,False,1.000000,0.000000,False,3524.359863,0.000000,18.629999,268.279999,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
26,False,False,1.000000,0.000000,False,3526.599854,0.000000,18.629999,279.309998,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
27,False,False,1.000000,0.000000,False,3528.929932,0.000000,18.629999,290.239990,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
28,False,False,1.000000,0.000000,False,3531.349854,0.000000,18.629999,301.079987,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
29,False,False,1.000000,0.000000,False,3533.859863,0.000000,18.629999,311.829987,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
30,False,False,1.000000,0.000000,False,3536.459961,0.000000,18.629999,322.489990,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
31,False,False,1.000000,0.000000,False,3539.149902,0.000000,18.629999,333.049988,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
32,False,False,1.000000,0.000000,False,3541.929932,0.000000,18.629999,343.519989,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
33,False,False,1.000000,0.000000,False,3544.790039,0.000000,18.629999,353.899994,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000300,0.000000
34,False,False,1.000000,0.000000,False,3547.739990,0.000000,18.629999,364.190002,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
35,False,False,1.000000,0.000000,False,3550.770020,0.000000,18.629999,374.399994,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
36,False,False,1.000000,0.000000,False,3553.889893,0.000000,18.629999,384.519989,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
37,False,False,1.000000,0.000000,False,3557.089844,0.000000,18.629999,394.549988,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
38,False,False,1.000000,0.000000,False,3560.379883,0.000000,18.629999,404.500000,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
39,False,False,1.000000,0.000000,False,3563.750000,0.000000,18.629999,414.359985,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
40,False,False,1.000000,0.000000,False,3567.199951,0.000000,18.629999,424.139984,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
41,False,False,1.000000,0.000000,False,3570.729980,0.000000,18.629999,433.829987,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
42,False,False,1.000000,0.000000,False,3574.349854,0.000000,18.629999,443.440002,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
43,False,False,1.000000,0.000000,False,3578.049805,0.000000,18.629999,452.970001,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
44,False,False,1.000000,0.000000,False,3581.819824,0.000000,18.629999,462.419983,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
45,False,False,1.000000,0.000000,False,3585.669922,0.000000,18.629999,471.779999,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
46,False,False,1.000000,0.000000,False,3589.599854,0.000000,18.629999,481.059998,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
47,False,False,1.000000,0.000000,False,3593.609863,0.000000,18.629999,490.269989,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
48,False,False,1.000000,0.000000,False,3597.699951,0.000000,18.629999,499.399994,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
49,False,False,1.000000,0.000000,False,3601.859863,0.000000,18.629999,508.449982,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
50,False,False,1.000000,0.000000,False,3606.099854,0.000000,18.629999,517.419983,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000200,0.000000
51,False,False,1.000000,0.000000,False,3610.409912,0.000000,18.629999,526.309998,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
52,False,False,1.000000,0.000000,False,3614.799805,0.000000,18.629999,535.130005,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
53,False,False,1.000000,0.000000,False,3619.260010,0.000000,18.629999,543.869995,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
54,False,False,1.000000,0.000000,False,3623.790039,0.000000,18.629999,552.539978,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
55,False,False,1.000000,0.000000,False,3628.389893,0.000000,18.629999,561.130005,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
56,False,False,1.000000,0.000000,False,3633.069824,0.000000,18.629999,569.649963,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
57,False,False,1.000000,0.000000,False,3637.819824,0.000000,18.629999,578.099976,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
58,False,False,1.000000,0.000000,False,3642.639893,0.000000,18.629999,586.469971,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
59,False,False,1.000000,0.000000,False,3647.530029,0.000000,18.629999,594.769958,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
60,False,False,1.000000,0.000000,False,3652.489990,0.000000,18.629999,603.000000,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
61,False,False,1.000000,0.000000,False,3657.520020,0.000000,18.629999,611.159973,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
62,False,False,1.000000,0.000000,False,3662.609863,0.000000,18.629999,619.250000,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
63,False,False,1.000000,0.000000,False,3667.770020,0.000000,18.629999,627.269958,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
64,False,False,1.000000,0.000000,False,3673.000000,0.000000,18.629999,635.219971,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
65,False,False,1.000000,0.000000,False,3678.290039,0.000000,18.629999,643.099976,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
66,False,False,1.000000,0.000000,False,3683.649902,0.000000,18.629999,650.919983,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
67,False,False,1.000000,0.000000,False,3689.069824,0.000000,18.629999,658.669983,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
68,False,False,1.000000,0.000000,False,3694.559814,0.000000,18.629999,666.349976,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,-0.000100,0.000000
69,False,False,1.000000,0.000000,False,3700.109863,0.000000,18.629999,673.969971,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,0.000000,0.000000
70,False,False,1.000000,0.000000,False,3705.729980,0.000000,18.629999,681.519958,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,0.000000,0.000000
71,False,False,1.000000,0.000000,False,3711.409912,0.000000,18.629999,689.010010,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,0.000000,0.000000
72,False,False,1.000000,0.000000,False,3717.149902,0.000000,18.629999,696.429993,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,0.000000,0.000000
73,False,False,1.000000,0.000000,False,3722.949951,0.000000,18.629999,703.789978,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,0.000000,0.000000
74,False,False,1.000000,0.000000,False,3728.819824,0.000000,18.629999,711.089966,0.000000,8.429999,0.000003,0.003164,0.000003,0.999995,0.000000,0.000000,0.000000
